page,n_orden,provincia_canon,departamento_canon,localidad_canon,footnote,total,georef_id,nombre_oficial,georef_depto,lat,lon,estado,tier,criterio_deteccion,criterio_aceptacion,en_muestra,decidido_por,fecha,confianza,fuente,fuente_url,verificado_geo,nota
v3_p09,420,Buenos Aires,Tandil,Gardey,,694,06791030,Gardey,Tandil,-37.2830815791084,-59.3615728658737,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,87,Buenos Aires,Escobar,Garín,,6341,0625201003,Garín,Escobar,-34.4230339103436,-58.7394613036842,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p09,391,Buenos Aires,Guaminí,Garré,,763,06399030,Garré,Guaminí,-36.5618704605464,-62.6043650688246,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,97,La Pampa,Utracán,General Acha,,5627,42154040,General Acha,Utracán,-37.3782129793046,-64.6042388895116,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,73,Buenos Aires,General Alvarado,Gral. Alvarado (Miramar),,7782,06280040,Miramar,,-38.2704290017702,-57.8387822151677,propuesto,C-generador,generador_transformacion,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta (match exacto en depto del conjunto),georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,candidato probado: 'Miramar' [parentesis: se usa el contenido del parentesis]
v3_p09,106,Buenos Aires,General Alvear,General Alvear,,5017,06287010,General Alvear,General Alvear,-36.0217126120832,-60.0145618624224,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,166,Buenos Aires,General Arenales,General Arenales,,2658,06294050,General Arenales,General Arenales,-34.3033477283701,-61.3070968690783,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,458,Buenos Aires,Coronel de Marina Leonardo Rosales,General Arias,,618,06182050,Villa General Arias,Coronel de Marina Leonardo Rosales,-38.809530417102,-62.1010331102634,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p09,84,Buenos Aires,General Belgrano,General Belgrano,,6994,06301010,General Belgrano,General Belgrano,-35.7656823582787,-58.4972051075343,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,517,Buenos Aires,Tordillo,General Conesa,,519,06812010,General Conesa,Tordillo,-36.5196082372624,-57.3253709517514,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,137,Buenos Aires,Bahía Blanca,General Daniel Cerri,,3298,06056030,General Daniel Cerri,Bahía Blanca,-38.7148047073191,-62.4011505169838,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,293,Buenos Aires,General Guido,General Guido,,1174,06308010,General Guido,General Guido,-36.6416606332142,-57.7921119069172,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,542,Buenos Aires,General Las Heras,General Hornos,,483,06329050,General Hornos,General Las Heras,-34.8923401867298,-58.9178063378305,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,80,Buenos Aires,General Juan Madariaga,Gral. Juan Madariaga,,7196,06315010,General Juan Madariaga,General Juan Madariaga,-36.9952462327822,-57.1368817008985,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p09,103,Buenos Aires,General Lamadrid,General Lamadrid,,5161,06322010,General La Madrid,General La Madrid,-37.2497066794609,-61.2621759484651,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p09,120,Buenos Aires,General Las Heras,General Las Heras,,4020,06329010,General Las Heras,General Las Heras,-34.9268997405489,-58.9468147243535,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,280,Buenos Aires,General Lavalle,General Lavalle,,1257,06336010,General Lavalle,General Lavalle,-36.4063505340029,-56.9432359078323,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,336,La Pampa,Guatraché,General Manuel J. Campos,,962,42070020,General Manuel J. Campos,Guatraché,-37.4614390940596,-63.5856765668501,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,186,Buenos Aires,Bragado,General O'Brien,,2065,06112030,General O'Brien,Bragado,-34.9056096603392,-60.7605000810587,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p09,182,Buenos Aires,General Paz,General Paz,,2217,06343020,Ranchos,,-35.5164055625349,-58.3189734205107,propuesto,C1-cabecera,cabecera_documentada,humano_lote,no,pendiente:Jose,2026-07-22,alta,web+georef,https://es.wikipedia.org/wiki/Partido_de_General_Paz,verde,el censo 1960 listo la cabecera con el nombre del depto. cabecera
v3_p09,42,La Pampa,Maracó,General Pico,,18133,42105030,General Pico,Maracó,-35.6587897781576,-63.757000005304,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,132,Buenos Aires,General Pinto,General Pinto,,3431,06351020,General Pinto,General Pinto,-34.7643405586271,-61.8915305574535,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,155,Buenos Aires,Mar Chiquita,General Pirán,,2967,06518020,General Pirán,Mar Chiquita,-37.2759182869641,-57.7741503324633,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,63,Buenos Aires,General Rodríguez,General Rodríguez,,9771,06364030,General Rodri­guez,General Rodríguez,-34.6121036280152,-58.9541208269881,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,188,Buenos Aires,San Nicolás,General Rojo,,2042,06763010,General Rojo,San Nicolás,-33.473575571236,-60.2880907634722,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,633,Buenos Aires,Puán,General Rondeau,,362,06651A04,General Rondeau,Puán,-38.2395125779664,-63.1217599431385,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,7,Buenos Aires,General San Martín,General San Martín,1,278751,06371010,General San Martín,General San Martín,-34.5720903831064,-58.5337542758788,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,139,La Pampa,Hucal,General San Martín,,3228,42077030,General San Martín,Hucal,-37.9788174021185,-63.6036059163972,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,13,Buenos Aires,General Sarmiento,General Sarmiento,1,167160,06760010,San Miguel,,-34.5438144507937,-58.712723882421,propuesto,C1-cabecera,cabecera_documentada,humano_lote,no,pendiente:Jose,2026-07-22,alta,web+georef,https://es.wikipedia.org/wiki/Partido_de_General_Sarmiento,verde,el censo 1960 listo la cabecera con el nombre del depto. f(1)=total del partido. Partido DISUELTO 1994 -> San Miguel + Jose C. Paz + Malvinas Argentinas; no existe localidad 'General Sarmiento'. San Miguel fue la cabecera toda la vida del partido. DECISION de Jose: 1 punto en San Miguel (la poblacion 1960 estaba repartida sobre los 3)
v3_p09,81,Buenos Aires,General Viamonte,General Viamonte,,7174,06385030,Los Toldos,,-35.0002289478671,-61.0383489252287,propuesto,C1-cabecera,cabecera_documentada,humano_lote,no,pendiente:Jose,2026-07-22,alta,web+georef,https://es.wikipedia.org/wiki/Partido_de_General_Viamonte,verde,el censo 1960 listo la cabecera con el nombre del depto. cabecera
v3_p09,82,Buenos Aires,General Villegas,General Villegas,,7120,06392060,General Villegas,General Villegas,-35.0326110096909,-63.0148371208859,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,231,Buenos Aires,General Pinto,Germania,,1577,06351030,Germania,General Pinto,-34.5770081706017,-62.0478331699194,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,576,Buenos Aires,Coronel Dorrego,Gil,,419,06189A08,Gil,Coronel Dorrego,-38.791339010403,-60.9054403407424,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,681,Buenos Aires,Trenque Lauquen,Girodías,,312,06826020,Girodias,Trenque Lauquen,-36.365103991192,-62.3559552297511,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p09,530,Buenos Aires,Pehuajó,Girondo,,497,06609A13,Girondo,Pehuajó,-35.997578361265,-61.6234003174849,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,800,Buenos Aires,Exaltación de la Cruz,Gobernador Andonaegui,,209,06266A02,Gobernador Andonaegui,Exaltación de la Cruz,-34.1790927106464,-59.3078014998622,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,708,Buenos Aires,Carlos Casares,Gobernador Arias,,283,06147A05,Gobernador Arias,Carlos Casares,-35.5383956991558,-61.3466063182967,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,752,La Pampa,Puelén,Gobernador Ayala,,248,42112A02,Gobernador Ayala,Puelén,-37.5841227997965,-68.0947081033302,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,308,Buenos Aires,San Pedro,Gobernador Castro,,1111,06770010,Gobernador Castro,San Pedro,-33.6596750601482,-59.8695204050625,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,880,Buenos Aires,Brandsen,Gobernador Obligado,,137,06119A02,Gobernador Obligado,Brandsen,-35.1626150705612,-58.1983400878776,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,486,Buenos Aires,Cañuelas,Gobernador Udaondo,,567,06134060,Gobernador Udaondo,Cañuelas,-35.3026119244728,-58.5960799765629,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,291,Buenos Aires,25 de Mayo,Gobernador Ugarte,,1182,06854040,Gobernador Ugarte,25 de Mayo,-35.1638000887948,-60.0789769729494,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,425,Buenos Aires,Mercedes,Goldney,,683,06532010,Goldney,Mercedes,-34.6016396651625,-59.2859277306033,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,637,Buenos Aires,Brandsen,Gómez,,357,06119060,Gómez,Brandsen,-35.0679739062059,-58.1647295695433,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,885,Buenos Aires,Brandsen,Gómez de la Vega,,131,06119A03,Gómez de la Vega,Brandsen,-35.0875087178715,-58.1479792240101,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,756,Buenos Aires,General Villegas,Gondra,,246,06392A07,Gondra,General Villegas,-34.7470400162646,-63.3597301869292,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,93,Buenos Aires,González Chaves,González Chaves,,5774,06014010,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,-38.0324513470644,-60.0993865814513,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p10,275,Buenos Aires,Rivadavia,González Moreno,,1298,06679020,González Moreno,Rivadavia,-35.5550815467413,-63.3801170143251,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,886,Buenos Aires,Navarro,González Risos,,130,06574A03,González Risos,Navarro,-34.8551542680675,-59.2261726546119,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,348,Buenos Aires,General Belgrano,Gorchs,,915,06301020,Gorchs,General Belgrano,-35.6728465837035,-58.9569478847982,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,388,Buenos Aires,Chivilcoy,Gorostiaga,,772,06224030,Gorostiaga,Chivilcoy,-34.838818420922,-59.8660452868395,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,510,Buenos Aires,Carmen de Areco,Gouin,,531,06161020,Pueblo Gouin,Carmen de Areco,-34.4951304870249,-59.802724139001,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p10,340,Buenos Aires,Mercedes,Gowland,,944,06532020,Gowland,Mercedes,-34.6510310477336,-59.3524961835322,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,344,Buenos Aires,Saavedra,Goyena,,930,06700040,Goyena,Saavedra,-37.7209946578353,-62.6065057870991,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,861,Buenos Aires,Pellegrini,Graciarena,,157,06721A00,Graciarena,Salliqueló,-36.6428648978823,-63.1748899898458,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,876,Buenos Aires,Chacabuco,Gregorio Villafañe,,142,06210A05,Gregorio Villafañe,Chacabuco,-34.7139439573142,-60.6015164701539,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,326,Buenos Aires,Bahía Blanca,Grumbein,,1003,0605601002,Grünbein,Bahía Blanca,-38.7492722104635,-62.1908892770901,propuesto,E-bahra-fuzzy,bahra_fuzzy,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),georef/localidades,https://apis.datos.gob.ar/georef/api,verde,antes era sin_match. candidatos: Grünbein/Bahía Blanca [0605601002]
v3_p10,194,Buenos Aires,Guaminí,Guaminí,,1959,06399040,Guaminí,Guaminí,-37.0108480348447,-62.4222267487226,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,400,Buenos Aires,Pehuajó,Guanaco,,738,06609090,Guanaco,Pehuajó,-35.7149955299505,-61.6499233098685,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,165,La Pampa,Guatraché,Guatraché,,2674,42070030,Guatraché,Guatraché,-37.6707844191933,-63.5357146788265,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,79,Buenos Aires,San Vicente,Guernica,,7423,0664801002,Guernica,Presidente Perón,-34.9179865232138,-58.3821570439019,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p10,331,Buenos Aires,Pergamino,Guerrico,,990,06623030,Guerrico,Pergamino,-33.6710788991352,-60.3965760552765,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,724,Buenos Aires,Rojas,Guido Spano,,269,06686A01,Guido Spano,Rojas,-34.2316070834476,-60.6476837120465,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,678,Buenos Aires,General Pinto,Gunther,,317,06351040,Günther,General Pinto,-34.5973462563133,-61.9175486021627,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,375,Buenos Aires,Bolívar,Hale,,819,06105010,Hale,Bolívar,-35.9982344842931,-60.8544808012368,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,111,Buenos Aires,Hipólito Yrigoyen,Henderson,,4620,06406010,Henderson,Hipólito Yrigoyen,-36.2981336893232,-61.7185149949897,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,529,Buenos Aires,Chivilcoy,Henry Bell,,498,06224A07,Henry Bell,Chivilcoy,-35.0452928827939,-59.9519454205668,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,613,Buenos Aires,Carlos Tejedor,Hereford,,374,06154A06,Heresford,Carlos Tejedor,-35.1325840766865,-62.5115378704201,propuesto,E-bahra-fuzzy,bahra_fuzzy,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,antes era sin_match. candidatos: Heresford/Carlos Tejedor [06154A06]
v3_p10,585,Buenos Aires,Hipólito Yrigoyen,Herrera Vegas,,404,06406020,Herrera Vegas,Hipólito Yrigoyen,-36.0849500932761,-61.4083567191042,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,247,Buenos Aires,Villarino,Hilario Ascasubi,,1431,06875030,Hilario Ascasubi,Villarino,-39.3756157293261,-62.6474281775036,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,156,Buenos Aires,Olavarría,Hinojo,,2910,06595070,Hinojo,Olavarría,-36.865850435029,-60.1603430337976,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,461,Buenos Aires,Carlos Casares,Hortensia,,612,06147050,Hortensia,Carlos Casares,-35.9242891886846,-61.2628781074639,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,119,Buenos Aires,Coronel Suárez,Huanguelén,,4022,06203050,Huanguelén,Coronel Suárez,-37.0588083117535,-61.9325364000869,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,655,La Pampa,Hucal,Hucal,,341,42077040,Hucal,Hucal,-37.7910407590427,-64.0251354219152,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p10,850,La Pampa,Quemú-Quemú,Huelén,,164,42119A01,Huelén,Quemú Quemú,-36.1150542235299,-63.7195934220994,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,595,Buenos Aires,25 de Mayo,Huetel,,393,06854A08,Huetel,25 de Mayo,-35.8228750073307,-60.6426660305767,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,578,Buenos Aires,Rojas,Hunter,,416,06686A02,Hunter,Rojas,-34.247778963666,-60.5327014028158,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,851,Buenos Aires,Carlos Tejedor,Húsares,,164,06154A07,Húsares,Carlos Tejedor,-35.5231895876618,-62.3453366804586,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,875,Buenos Aires,General Belgrano,Ibáñez,,143,06301A06,Ibañez,General Belgrano,-36.038012372123,-58.6032762495983,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,811,Buenos Aires,Patagones,Igarzábal,,200,06602A19,Igarzabal,Patagones,-39.7788985108588,-62.6139993004362,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,568,Buenos Aires,Chivilcoy,Indacochea,,431,06224A08,Indacochea,Chivilcoy,-35.0541610723621,-60.0568129897133,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,196,Buenos Aires,Coronel Pringles,Indio Rico,,1951,06196040,Indio Rico,Coronel Pringles,-38.3304231683786,-60.885334361923,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p11,259,Buenos Aires,Salto,Inés Indart,,1378,06714040,Inés Indart,Salto,-34.3972265670868,-60.5443927860746,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v3_p11,401,Buenos Aires,General Pinto,Ingeniero Balbín,,728,06351060,Villa Roth (Est. Ingeniero Balbín),General Pinto,-34.5768859195838,-62.1711843922809,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v3_p11,714,La Pampa,Rancul,Ingeniero Foster,,280,42126020,Ingeniero Foster,Rancul,-35.7033418727938,-65.1019513972829,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
