grupo,veredicto,page,n_orden,localidad_1960,provincia,depto_1960,poblacion,propuesta,depto_propuesto,lat,lon,criterio_deteccion,verificado_geo,fuente,fuente_url,nota
B,,v9_1_2_p03,32,Kilómetro 8 (Petroquímica),Chubut,Escalante,2783,Kilómetro 8 / Don Bosco (barrio de Comodoro Rivadavia),,-45.8000,-67.5333,web_barrio,verde,Wikipedia,https://es.wikipedia.org/wiki/Don_Bosco_(Chubut),"[guard=verde; punto en Escalante] Barrio industrial (Petroquímica) a 8 km del centro de Comodoro Rivadavia, depto Escalante"
B,,v4_p01,168,Alto Verde,Santa Fe,La Capital,2627,Barrio Alto Verde (Santa Fe capital),,-31.6613,-60.6986,web_barrio,verde,Wikimapia/dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Alto-Verde&id=24458,"[guard=verde; punto en La Capital] Barrio de la ciudad de Santa Fe sobre Isla Sirgadero, depto La Capital"
B,,v3_p04,173,Carlos Pellegrini,Buenos Aires,Pellegrini,2470,Pellegrini (cabecera del partido de Pellegrini),,-36.2682,-63.1646,web_rename,verde,Wikipedia / OSM Nominatim,https://es.wikipedia.org/wiki/Pellegrini_(Buenos_Aires),[guard=verde; punto en Pellegrini] La localidad censal 'Carlos Pellegrini' es la ciudad cabecera Pellegrini; coordenada OSM confirmada dentro del partido d
B,,v7_p08,58,Pedro G. Méndes,Tucumán,Cruz Alta,2425,La Florida (Estación Pedro G. Méndez),,-26.8208,-65.0953,web_rename,verde,Wikipedia (La Florida Tucumán),https://es.wikipedia.org/wiki/La_Florida_(Tucum%C3%A1n),"[guard=verde; punto en Cruz Alta] Estación Pedro G. Méndez del Ingenio La Florida, localidad La Florida, depto Cruz Alta."
B,,v5_p04,58,Lib. Gral. San Martín,Misiones,Lib. Gral. San Martín,2267,Puerto Rico,,-26.8148524027618,-55.0240728847562,cabecera_documentada,verde,web+georef,https://es.wikipedia.org/wiki/Departamento_Libertador_General_San_Mart%C3%ADn_(Misiones),el censo 1960 listo la cabecera con el nombre del depto. cabecera
B,,v3_p09,182,General Paz,Buenos Aires,General Paz,2217,Ranchos,,-35.5164055625349,-58.3189734205107,cabecera_documentada,verde,web+georef,https://es.wikipedia.org/wiki/Partido_de_General_Paz,el censo 1960 listo la cabecera con el nombre del depto. cabecera
B,,v7_p05,67,La Madrid,Tucumán,Graneros,2116,La Madrid (Lamadrid),,-27.6833,-65.2000,web_manual_coord,verde,wikipedia,https://es.wikipedia.org/wiki/La_Madrid_(Tucum%C3%A1n),"[guard=verde; punto en Graneros] Depto Graneros, Tucumán; también escrito Lamadrid. Coord 27°41'S 65°12'W."
B,,v5_p04,65,Juan B. Arruabarrena,Entre Ríos,Federación,1997,Juan B. Arruabarrena,,-30.3394,-58.3019,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Federación] Paraje en depto Federación (San Jaime de la Frontera / Distrito Tatutí), Entre Ríos."
B,,v8_p02,57,La Bebida,San Juan,Rivadavia,1992,La Bebida,,-31.5333,-68.6167,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=La-Bebida&id=44348,"[guard=verde; punto en Rivadavia] Localidad del depto Rivadavia, Gran San Juan"
B,,v4_p07,192,Froilán Palacios,Santa Fe,Iriondo,1948,Froilán Palacios,,-32.6667,-61.1000,web_manual_coord,verde,SIPAR Archivo Historico / Mapcarta,https://mapcarta.com/20056348,[guard=verde; punto en Iriondo] Localidad del depto Iriondo (Municipio Salto Grande); traza aprobada 1891 en km 373 del FC Cordoba-Rosario
B,,v6_p05,43,Misión San Fco. de Laishí,Formosa,Laishí,1944,San Francisco de Laishí,,-26.2465,-58.6312,web_manual_coord,verde,Wikipedia (San Francisco de Laishí),https://es.wikipedia.org/wiki/San_Francisco_de_Laish%C3%AD,"[guard=verde; punto en Laishi] Mismo lugar; municipio Misión San Francisco de Laishí, cabecera del depto Laishí."
B,,v4_p11,198,Los Saladillos,Santa Fe,9 de Julio,1920,Gregoria Pérez de Denis (Los Saladillos),,-28.2333,-61.5333,web_rename,verde,Wikipedia (Gregoria Pérez de Denis),https://es.wikipedia.org/wiki/Gregoria_P%C3%A9rez_de_Denis_(Santa_Fe),[guard=verde; punto en 9 de Julio] Comuna del depto 9 de Julio también conocida como Los Saladillos.
B,,v7_p08,74,Poso del Alto,Tucumán,Cruz Alta,1875,Pozo del Alto,,-26.9025,-65.1456,web_rename,verde,gazetteer,https://mapcarta.com/20026742,"[guard=verde; punto en Cruz Alta] Poso del Alto = Pozo del Alto, localidad depto Cruz Alta, Tucuman (cerca de Colombres/Banda del Rio Sali). Coincide dept"
B,,v4_p08,207,Jesús María,Santa Fe,San Lorenzo,1855,"Jesús María (paraje, Timbúes)",,-32.6718,-60.7835,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Jesus+Maria,+San+Lorenzo,+Santa+Fe,+Argentina",[guard=verde; punto en San Lorenzo] Paraje/colonia Jesús María en depto San Lorenzo cerca de Timbúes. Confianza media (OSM solo registra vías con ese nombre
B,,v4_p19,217,Villa General Mitre,Córdoba,Totoral,1797,Villa del Totoral,,-30.7000,-64.0667,web_rename,verde,Wikipedia; Mapcarta,https://mapcarta.com/20011142,"[guard=verde; punto en Totoral] Villa General Mitre fue el nombre original (1862) de la actual Villa del Totoral, depto Totoral."
B,,v3_p22,215,Villa Numancia,Buenos Aires,San Vicente,1735,Estación Villa Numancia (Guernica),,-34.9219,-58.4012,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Villa_Numancia,"[guard=verde; punto en Presidente Perón] Estación/barrio de Guernica, hoy partido Presidente Perón"
B,,v5_p05,78,Manuel F. Mantilla,Corrientes,San Roque,1697,Mantilla (ex nombre oficial Pedro R. Fernández),,-28.7508,-58.6558,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Mantilla_(Argentina),[guard=verde; punto en San Roque] Localidad de San Roque nombrada por la estación Manuel F. Mantilla; nombre oficial Mantilla desde 2023
B,,v5_p03,79,General Paz,Corrientes,General Paz,1689,Nuestra Señora del Rosario de Caá Catí,,-27.751995828158,-57.6225136238666,cabecera_documentada,verde,web+georef,https://es.wikipedia.org/wiki/General_Paz_(departamento),el censo 1960 listo la cabecera con el nombre del depto. cabecera = Caa Cati. Ley 1910 renombro depto Y pueblo de Caa Cati a General Paz; el depto quedo 'General Paz' y el pueblo volvio a 'Caa Cati' -> el censo 1960 nombro la cabecera con el nombre del depto. Georef la lista con el nombre completo 'Nuestra Senora del Rosario de Caa Cati'
B,,v5_p05,80,Miguel Lanús,Misiones,Capital,1681,Barrio Miguel Lanús (Posadas),,-27.4292,-55.8797,web_barrio,verde,Wikimapia,http://wikimapia.org/9166957/es/Barrio-Miguel-Lan%C3%BAs,"[guard=verde; punto en Capital] Antigua Villa Lanus, hoy barrio del sur de Posadas, depto Capital, Misiones"
B,,v8_p02,81,La Legua,San Juan,Santa Lucía,1551,La Legua,,-31.5559,-68.4658,web_rename,verde,osm,https://nominatim.openstreetmap.org/search?q=La%20Legua%2C%20Santa%20Lucia%2C%20San%20Juan,"[guard=verde; punto en Santa Lucía] La Legua, distrito/localidad del depto Santa Lucia, San Juan. Coincide depto."
B,,v4_p16,275,S. Martín de las Escobas,Santa Fe,San Martín,1521,San Martín de las Escobas,,-31.8578,-61.5760,web_manual_coord,verde,wikipedia,https://es.wikipedia.org/wiki/San_Mart%C3%ADn_de_las_Escobas,"[guard=verde; punto en San Martín] Comuna en depto San Martín (Santa Fe), km 152 RN34."
B,,v8_p03,82,Pampa del Chañar,San Juan,Jáchal,1521,Pampa del Chañar,,-30.1812,-68.6795,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Jáchal] Aldea en el valle Jáchal-Niquivil, depto Jáchal, San Juan."
B,,v8_p03,83,Marquesado,San Juan,Rivadavia,1514,Marquesado,,-31.5167,-68.6167,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Marquesado&id=3859,"[guard=verde; punto en Rivadavia] Localidad del depto Rivadavia, Gran San Juan"
B,,v4_p05,285,Chateaubriand,Santa Fe,General López,1490,Chateaubriand (paraje/estación),,-33.6333,-61.8667,web_manual_coord,verde,OpenStreetMap Nominatim (reverse) / Globefeed,https://nominatim.openstreetmap.org/reverse?lat=-33.6333&lon=-61.8667&format=json,"[guard=verde; punto en General López] Reverse-geocoding confirma que cae en Departamento General López, al NE de Venado Tuerto"
B,,v7_p09,98,San Antonio de la Paz,Catamarca,La Paz,1489,San Antonio de La Paz,,-28.9330,-65.1000,web_manual_coord,verde,Wikipedia (EN),https://en.wikipedia.org/wiki/San_Antonio_de_La_Paz,"[guard=verde; punto en La Paz] Pueblo del depto La Paz, Catamarca"
B,,v3_p19,241,Sánchez,Buenos Aires,Ramallo,1480,Villa General Savio,,-33.4350,-60.1460,web_rename,verde,Wikipedia (Villa General Savio),https://en.wikipedia.org/wiki/Villa_General_Savio,[guard=verde; punto en Ramallo] Estación/localidad Sánchez renombrada Villa General Savio en 1967; partido de Ramallo.
B,,v4_p17,297,Saturnino M. Laspiur,Córdoba,San Justo,1445,Saturnino María Laspiur,,-31.7039,-62.4825,web_rename,verde,Wikipedia (Saturnino María Laspiur),https://es.wikipedia.org/wiki/Saturnino_Mar%C3%ADa_Laspiur_(C%C3%B3rdoba),[guard=verde; punto en San Justo] Localidad del depto San Justo sobre RN 158.
B,,v6_p04,80,Laguna Naineck,Formosa,Pilcomayo,1445,Laguna Naick Neck,,-25.2190,-58.1219,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Laguna_Naick_Neck,"[guard=verde; punto en Pilcomayo] Laguna Naineck = Laguna Naick Neck, depto Pilcomayo, Formosa. Coincide depto."
B,,v5_p03,89,Gobernador J.E. Martínez,Corrientes,Lavalle,1434,Gobernador Juan E. Martínez,,-28.9125,-58.9361,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Gobernador_Juan_E._Mart%C3%ADnez,[guard=verde; punto en Lavalle] Localidad de depto Lavalle (Corrientes); ex Yatay/Pueblo Arroyo Juárez.
B,,v3_p15,266,Mariano M. Alfonso,Buenos Aires,Pergamino,1353,Mariano H. Alfonzo,,-33.883,-60.833,web_rename,verde,Wikipedia,https://en.wikipedia.org/wiki/Mariano_H._Alfonzo,[guard=verde; punto en Pergamino] Estación/localidad del partido Pergamino; estación renombrada Mariano H. Alfonzo en 1945
B,,v9_1_2_p01,51,Alejandro Stefanelli,Río Negro,General Roca,1346,Padre Alejandro Stefenelli,,-39.0345,-67.5388,web_rename,verde,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/search?q=Padre+Alejandro+Stefenelli+General+Roca+Rio+Negro&format=json,"[guard=verde; punto en General Roca] Localidad/estación al este de la ciudad de General Roca, depto General Roca"
B,,v7_p11,113,Villa Bustos,La Rioja,Sanagasta,1314,Villa Sanagasta,,-29.267,-67.017,web_rename,verde,Wikipedia (Villa Sanagasta),https://es.wikipedia.org/wiki/Villa_Sanagasta,"[guard=verde; punto en Sanagasta] Villa Sanagasta, anteriormente conocida como Villa Bustos; cabecera del depto Sanagasta."
B,,v3_p04,272,Carlos N. Naón,Buenos Aires,9 de Julio,1310,Carlos María Naón,,-35.24,-60.8253,web_rename,verde,Wikipedia (Estación Carlos María Naón),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Carlos_Mar%C3%ADa_Na%C3%B3n,[guard=verde; punto en 9 de Julio] Localidad/estación en partido 9 de Julio.
B,,v9_1_2_p04,54,Playa Bonita,Río Negro,Bariloche,1249,Playa Bonita (Bariloche),,-41.1235,-71.4008,web_manual_coord,verde,osm,https://nominatim.openstreetmap.org/search?q=Playa%20Bonita%2C%20Bariloche,"[guard=verde; punto en Bariloche] Barrio/paraje sobre Av. Bustillo (km 8), costa del lago Nahuel Huapi, depto/municipio San Carlos de Bariloche. Coincide"
B,,v8_p04,97,Rodolfo Iselin (La Llave),Mendoza,San Rafael,1228,La Llave (Rodolfo Iselín),,-34.6399,-67.9780,web_manual_coord,verde,gazetteer,https://provinciademendoza.ar/MENU=Municipios&NMUN=San%20Rafael&INFO=Localidad&NLOC=Rodolfo%20Isel%C3%ADn,"[guard=verde; punto en San Rafael] Distrito La Llave, depto San Rafael; nombre oficial Rodolfo Iselín (1953). Coord del sitio oficial de la Provincia de Me"
B,,v3_p05,288,Coronel Mom,Buenos Aires,Alberti,1201,Villa Ortiz (Estación Coronel Mom),,-34.8414,-60.3061,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Coronel_Mom,"[guard=verde; punto en Alberti] Localidad Villa Ortiz, conocida por su estación Coronel Mom (FC Sarmiento), partido de Alberti."
B,,v3_p16,290,Otamendi,Buenos Aires,Campana,1190,Ingeniero Otamendi,,-34.2342,-58.8642,web_rename,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Otamendi&id=42326,"[guard=verde; punto en Campana] En partido Campana; NO es Comandante Nicanor Otamendi (Gral Alvarado), homónimo lejano de la pista"
B,,v4_p08,358,J. B. Molina,Santa Fe,Constitución,1189,Juan Bernabé Molina,,-33.4936,-60.5092,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Juan_Bernab%C3%A9_Molina,[guard=verde; punto en Constitución] Localidad del depto Constitución surgida en torno a la estación J. B. Molina (FC Belgrano)
B,,v7_p07,125,Monte Rico,Jujuy,El Carmen,1177,Monterrico,,-24.4428,-65.1661,web_rename,verde,Wikipedia,https://en.wikipedia.org/wiki/Monterrico,"[guard=verde; punto en El Carmen] Monte Rico = Monterrico, municipio del depto El Carmen, Jujuy"
B,,v4_p06,365,Dalmacio Vélez Sarsfield,Córdoba,Tercero Arriba,1175,Dalmacio Vélez (Sársfield),,-32.6100,-63.5769,web_manual_coord,verde,Wikipedia (Dalmacio Vélez Sarsfield),https://es.wikipedia.org/wiki/Dalmacio_V%C3%A9lez_Sarsfield_(C%C3%B3rdoba),[guard=verde; punto en Tercero Arriba] Mismo lugar; depto Tercero Arriba. Coord 32°36'36''S 63°34'37''O.
B,,v5_p06,115,Puerto Gisela,Misiones,San Ignacio,1161,Colonia Gisela (Municipio General Urquiza),,-27.1079,-55.3767,web_manual_coord,verde,Wikipedia (General Urquiza),https://es.wikipedia.org/wiki/General_Urquiza_(Misiones),[guard=verde; punto en San Ignacio] Antiguo puerto/colonia sobre el río Paraná dentro del municipio de General Urquiza (depto San Ignacio). Coordenada = cen
B,,v9_1_2_p02,58,Coronel Gómez,Río Negro,General Roca,1161,Coronel Juan José Gómez,,-39.0194,-67.6364,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Coronel_Juan_Jos%C3%A9_G%C3%B3mez_(R%C3%ADo_Negro),"[guard=verde; punto en General Roca] Coronel Gomez = Coronel Juan Jose Gomez, hoy barrio oeste de General Roca, depto General Roca, Rio Negro. Fue localidad"
B,,v7_p11,138,Villa Nva. de Monte Rico,Tucumán,Chicligasta,1092,Monte Rico,,-27.3835,-65.6272,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Monte+Rico,+Chicligasta,+Tucuman,+Argentina","[guard=verde; punto en Chicligasta] Aldea Monte Rico en depto Chicligasta, cerca de Concepción."
B,,v5_p03,122,Gobernador Gral. López,Misiones,Leandro N. Alem,1080,Gobernador López,,-27.6663,-55.2135,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Gobernador_L%C3%B3pez_(Misiones),"[guard=verde; punto en Leandro N. Alem] Municipio del depto Leandro N. Alem, Misiones"
B,,v5_p03,124,Fábrica Colón,Entre Ríos,Colón,1067,Pueblo Liebig (ex Fábrica Colón),,-32.1531,-58.1911,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Pueblo_Liebig,"[guard=verde; punto en Colón] Pueblo nacido alrededor del frigorífico Fábrica Colón (Liebig's), depto Colón"
B,,v7_p09,140,San José de Fray Mamerto Esquiú,Catamarca,Fray Mamerto Esquiú,1053,San José de Piedra Blanca,,-28.3667,-65.7000,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/San_Jos%C3%A9_de_Piedra_Blanca,"[guard=verde; punto en Fray Mamerto Esquiú] San Jose (de Piedra Blanca), cabecera del depto Fray Mamerto Esquiu, Catamarca"
B,,v4_p17,402,Sebastián el Cano,Córdoba,Río Seco,1010,Sebastián Elcano,,-30.1611,-63.5897,web_rename,verde,Wikipedia (Sebastián Elcano),https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Elcano_(C%C3%B3rdoba),[guard=verde; punto en Río Seco] Grafía moderna Sebastián Elcano; depto Río Seco. Coord 30°09'40''S 63°35'23''O.
B,,v7_p10,143,Santa Rosa,Catamarca,Tinogasta,1006,Santa Rosa (Tinogasta),,-28.033,-67.617,web_manual_coord,verde,Wikipedia (Santa Rosa Tinogasta),https://es.wikipedia.org/wiki/Santa_Rosa_(Tinogasta),"[guard=verde; punto en Tinogasta] Comuna a 5 km al norte de Tinogasta, depto Tinogasta."
B,,v7_p02,151,Cevil Pozo,Tucumán,Cruz Alta,930,Cevil Pozo,,-26.8553,-65.1256,web_manual_coord,verde,wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Cevil_Pozo,"[guard=verde; punto en Cruz Alta] Estación/localidad en Banda del Río Salí, depto Cruz Alta (Tucumán). Coord 26°51'19\\""S 65°07'32\""\""W."""
B,,v7_p05,152,Huaco,Catamarca,Andalgalá,929,Huaco,,-27.6088,-66.3330,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Huaco_(Catamarca),"[guard=verde; punto en Andalgalá] Localidad ~5 km al sur de Andalgalá; sede de la ex Estación Huaco (FC Belgrano), depto Andalgalá."
B,,v5_p05,139,Nueve de Julio,Misiones,Eldorado,920,9 de Julio,,-26.4301,-54.466,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/9_de_Julio_(Misiones),"[guard=verde; punto en Eldorado] Localidad del depto Eldorado, Misiones"
B,,v7_p03,153,Cnel. Juan Solá Morillo,Salta,Rivadavia,920,Coronel Juan Solá (Estación Morillo),,-23.4667,-62.8833,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Coronel_Juan_Sol%C3%A1,"[guard=verde; punto en Rivadavia] Cabecera de Rivadavia Banda Norte; conocida como Morillo por su estación, depto Rivadavia"
B,,v4_p12,447,Mariano Saavedra,Santa Fe,Las Colonias,871,San Mariano (Estación Mariano Saavedra),,-31.6684,-61.3475,web_rename,verde,Wikipedia (San Mariano),https://es.wikipedia.org/wiki/San_Mariano_(Santa_Fe),[guard=verde; punto en Las Colonias] La estación Mariano Saavedra está en la localidad de San Mariano; depto Las Colonias.
B,,v4_p02,450,Ascochingas,Santa Fe,La Capital,864,Ascochinga (paraje distrito Monte Vera),,-31.4833,-60.6333,web_rename,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Desvio-Ascochinga&id=25412,"[guard=verde; punto en La Capital] Paraje/desvío Ascochinga en el distrito Monte Vera, depto La Capital."
B,,v8_p02,118,La Cañada,San Juan,Albardón,858,La Cañada,,-31.4446,-68.4759,web_rename,verde,osm,https://nominatim.openstreetmap.org/search?q=La%20Ca%C3%B1ada%2C%20Albard%C3%B3n%2C%20San%20Juan,"[guard=verde; punto en Albardón] La Cañada, localidad del depto Albardon, San Juan. Coincide depto."
B,,v7_p07,169,Ntra.Sra. de Talavera,Salta,Anta,827,Nuestra Señora de Talavera,,-25.4567,-63.7789,web_manual_coord,verde,wikipedia,https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_Talavera_(actual),"[guard=verde; punto en Anta] Pueblo en depto Anta (Salta), municipio El Quebrachal, sobre RN16."
B,,v5_p04,155,Lib. Gral. San Martín,Entre Ríos,Diamante,809,Libertador San Martín (Puiggari),,-32.0730,-60.4644,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Libertador_San_Mart%C3%ADn,"[guard=verde; punto en Diamante] Ex Aldea Camarero / Puiggari; municipio Libertador San Martín, depto Diamante, Entre Ríos."
B,,v8_p04,122,Piedra Blanca,San Luis,Junín,790,Villa de Merlo (barrio Piedra Blanca),,-32.32,-65.014,web_barrio,verde,Mapcarta,https://mapcarta.com/N2579934389,"[guard=verde; punto en Junín] Barrio histórico de Villa de Merlo, depto Junín; coordenada aproximada (~2,5 km al N del centro de Merlo)"
B,,v6_p07,122,Villa Escobar Navegación Río Bermejo,Formosa,Laishí,775,Villa Escolar,,-26.6219,-58.6697,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Villa_Escolar,[guard=verde; punto en Laishi] Localidad del depto Laishí sobre el río Bermejo; el nombre del censo (Villa Escobar) corresponde a Villa Escolar
B,,v4_p07,475,Gobernador Candioti,Santa Fe,La Capital,767,Gobernador Candioti,,-31.4008,-60.7485,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Gobernador_Candioti,"[guard=verde; punto en La Capital] Comuna del depto La Capital, Santa Fe, km 495 RN11"
B,,v3_p18,390,Río Colorado,La Pampa,Caleu-Caleu,764,La Adela,,-38.9854,-64.0907,web_rename,verde,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=La+Adela,+Caleu+Caleu,+La+Pampa,+Argentina","[guard=verde; punto en Caleu Caleu] El poblado del lado La Pampa (ex 'Río Colorado-La Pampa') es la actual La Adela, cabecera de Caleu Caleu; Río Colorado c"
B,,v4_p03,480,Cap. de la Sgrda. Familia,Córdoba,Río Primero,749,Sagrada Familia,,-31.2833,-63.4167,web_rename,verde,Wikipedia (Sagrada Familia Córdoba),https://es.wikipedia.org/wiki/Sagrada_Familia_(C%C3%B3rdoba),"[guard=verde; punto en Río Primero] Comuna Sagrada Familia (ex Capilla de la Sagrada Familia), depto Río Primero."
B,,v7_p04,182,Gobernador Garmendia,Tucumán,Burruyacú,740,Gobernador Garmendia,,-26.5689,-64.5561,web_manual_coord,verde,wikipedia,https://en.wikipedia.org/wiki/Gobernador_Garmendia,"[guard=verde; punto en Burruyacú] Localidad de depto Burruyacú (Tucumán), sobre RP336."
B,,v7_p09,185,San Rafael,Tucumán,Famaillá,722,San Rafael,,-26.9667,-65.3833,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=San-Rafael&id=16024,"[guard=verde; punto en Famaillá] Lugar poblado en el área Famaillá/Lules, provincia de Tucumán"
B,,v5_p08,173,Yabebiry,Misiones,Oberá,689,Colonia Yabebiry,,-27.45,-55.3,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Cerro-Negro&id=32008,"[guard=verde; punto en Oberá] Colonia Yabebiry, depto Oberá. Coordenada aproximada."
B,,v3_p07,431,Durcudoy,Buenos Aires,Puán,670,Villa Durcudoy (Estación 17 de Agosto),,-37.9128,-62.9381,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_17_de_Agosto,"[guard=verde; punto en Puán] Durcudoy = Villa Durcudoy / Estacion 17 de Agosto, en localidad Diecisiete de Agosto, partido Puan, Buenos Aires. Coinci"
B,,v5_p04,188,Ifrán,Corrientes,Goya,622,Ifrán,,-29.0959,-58.9693,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Ifran,+Goya,+Corrientes,+Argentina","[guard=verde; punto en Goya] Paraje Ifrán en depto Goya (Corrientes), sobre RP84."
B,,v3_p01,459,Aldea Romana,Buenos Aires,Bahía Blanca,616,Aldea Romana (Bahía Blanca),,-38.6825,-62.2135,web_barrio,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Bahía Blanca] Actualmente barrio de la ciudad de Bahía Blanca (Cuartel II), partido de Bahía Blanca."
B,,v4_p04,541,Colonia O'Higgins,Córdoba,Marcos Juárez,613,Capitán General Bernardo O'Higgins,,-33.25,-62.2667,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Capit%C3%A1n_General_Bernardo_O'Higgins,"[guard=verde; punto en Marcos Juárez] Depto Marcos Juárez, Córdoba; fundada 1893 como Colonia Progreso"
B,,v5_p01,192,Altamirano Sud,Entre Ríos,Tala,607,Altamirano Sur,,-32.0883,-59.1751,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Altamirano_Sur,"[guard=verde; punto en Tala] Centro rural del distrito Raíces al Sud, depto Tala (Altamirano Sud = Altamirano Sur)"
B,,v4_p17,556,Tala Norte,Córdoba,Río Primero,583,Estación Tala Norte,,-31.1148,-63.6014,web_manual_coord,verde,OpenStreetMap/Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Río Primero] Estacion Tala Norte, paraje El Alcalde, Pedania Tala, depto Rio Primero, Cordoba"
B,,v5_p08,196,Villa San Marcial (Gob. Urquiza),Entre Ríos,Uruguay,578,Villa San Marcial (Estación Gobernador Urquiza),,-32.1667,-58.9333,web_manual_coord,verde,Wikipedia (Villa San Marcial),https://es.wikipedia.org/wiki/Villa_San_Marcial,"[guard=verde; punto en Uruguay] Mismo lugar; distrito Moscas, depto Uruguay. La estación se llama Gobernador Urquiza."
B,,v8_p02,137,Ingeniero Balloffet,Mendoza,San Rafael,578,Ingeniero Balloffet,,-34.763,-68.4122,web_manual_coord,verde,Tripadvisor/GeoNames,https://www.tripadvisor.com/Tourism-g25219062-Ingeniero_Balloffet_San_Rafael_Province_of_Mendoza_Cuyo-Vacations.html,"[guard=verde; punto en San Rafael] Localidad del oasis de San Rafael, depto San Rafael. Coordenada aproximada."
B,,v9_1_2_p03,96,Lago Futalaufquen,Chubut,Futaleufú,578,Villa Futalaufquen,,-42.8605,-71.6269,web_rename,verde,gazetteer,http://www.hosteriafutalaufquen.com/ubicacion/,"[guard=verde; punto en Futaleufú] Aldea Villa Futalaufquen sobre costa sur del lago Futalaufquen, PN Los Alerces, depto Futaleufu, Chubut. Coincide depto."
B,,v6_p05,152,Misión Fco. Tacaaglé,Formosa,Pilagás,570,Misión Tacaaglé,,-24.9780,-58.8221,web_manual_coord,verde,wikipedia,https://en.wikipedia.org/wiki/Misi%C3%B3n_Tacaagl%C3%A9,[guard=verde; punto en Pilagás] Localidad de depto Pilagás (Formosa); ex San Francisco Solano de Tacaaglé.
B,,v5_p04,199,Ingenio 1er. Correntino,Corrientes,San Cosme,567,Ingenio Primer Correntino,,-27.4319,-58.6244,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Ingenio_Primer_Correntino,"[guard=verde; punto en San Cosme] Localidad del depto San Cosme (dependiente de Santa Ana de los Guácaras), Corrientes."
B,,v3_p22,489,Villa Nueva,Buenos Aires,General Paz,564,Villanueva (Estación Villanueva),,-35.6789,-58.4353,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Villanueva,"[guard=verde; punto en General Paz] Localidad/estación del partido General Paz, BA"
B,,v4_p19,566,Villa Independencia,Córdoba,Punilla,556,Villa Independencia (área Villa Carlos Paz / San Antonio de Arredondo),,-31.4583,-64.5078,web_manual_coord,verde,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/search?q=Villa+Independencia+Punilla+Cordoba&format=json,"[guard=verde; punto en Punilla] Barrio/localidad del depto Punilla, en el conurbano de Villa Carlos Paz"
B,,v3_p22,496,Villa Harding Green,Buenos Aires,Bahía Blanca,553,Villa Harding Green (Bahía Blanca),,-38.7211,-62.1958,web_barrio,verde,Wikipedia,https://es.wikipedia.org/wiki/Villa_Harding_Green,"[guard=verde; punto en Bahía Blanca] Localidad separada hasta censo 1991, hoy barrio del NE de Bahia Blanca"
