page,n_orden,localidad_canon,provincia_georef,departamento_canon,depto_moderno_esperado,estado,georef_capa,georef_id,georef_nombre,georef_depto,lat,lon,dist_km,candidatos
v3_p17,512,Pourtale,Buenos Aires,Olavarría,Olavarría,flag_bahra,asentamientos,06595A20,Pourtalé,Olavarría,-37.0194175703326,-60.5907909067561,,Pourtalé/Olavarría [06595A20]
v3_p17,738,Pozos Kanki,Buenos Aires,General Pinto,General Pinto | Florentino Ameghino,flag_variante_bahra,asentamientos,06351A06,Pazos Kanki,General Pinto,-34.7748952444885,-62.0606779712434,,Pazos Kanki/General Pinto [06351A06]
v3_p17,841,Pradere,Buenos Aires,General Villegas,General Villegas,flag_bahra,asentamientos,06392A16,Pradere,General Villegas,-35.253159859934,-62.9253926027847,,Pradere/General Villegas [06392A16]
v3_p18,104,Presidente Derqui,Buenos Aires,Pilar,Pilar | Malvinas Argentinas,flag_bahra,localidades,0663804009,Presidente Derqui,Pilar,-34.4922671765476,-58.8390198925922,,Presidente Derqui/Pilar [0663804009]
v3_p18,809,Presidente Quintana,Buenos Aires,Alberti,Alberti,flag_bahra,asentamientos,06021A07,Presidente Quintana,Alberti,-35.2233758708822,-60.1912833502869,,Presidente Quintana/Alberti [06021A07]
v3_p18,612,Primera Junta,Buenos Aires,Trenque Lauquen,Trenque Lauquen,flag_bahra,asentamientos,06826A22,Primera Junta,Trenque Lauquen,-35.9168040151427,-62.6364991478498,,Primera Junta/Trenque Lauquen [06826A22]
v3_p18,131,Puán,Buenos Aires,Puán,Puán,auto_ok,localidades-censales,06651070,Puán,Puán,-37.5411223576675,-62.7696248165909,,
v3_p18,631,Pueblitos,Buenos Aires,25 de Mayo,25 de Mayo,flag_bahra,asentamientos,06854A20,Pueblitos,25 de Mayo,-35.6374803215302,-60.1099543488625,,Pueblitos/25 de Mayo [06854A20]
v3_p18,502,Puelches,La Pampa,Cura-Có,Curacó,auto_ok,localidades-censales,42042020,Puelches,Curacó,-38.1463539971211,-65.9140673856569,,
v3_p18,126,Puerto Belgrano,Buenos Aires,Coronel de Marina Leonardo Rosales,Coronel de Marina Leonardo Rosales | Monte Hermoso,flag_sin_match,,,,,,,,
v3_p18,45,Puerto de la Plata,Buenos Aires,Puerto de la Plata,Ensenada,flag_sin_match,,,,,,,,
v3_p18,727,Pujol,Buenos Aires,Pergamino,Pergamino,flag_variante_bahra,asentamientos,06623A09,Juan Gregorio Pujol,Pergamino,-33.672454735976,-60.2942457252379,,Juan Gregorio Pujol/Pergamino [06623A09]
v3_p18,28,Punta Alta,Buenos Aires,Coronel de Marina Leonardo Rosales,Coronel de Marina Leonardo Rosales | Monte Hermoso,auto_ok,localidades-censales,06182030,Punta Alta,Coronel de Marina Leonardo Rosales,-38.8804399423486,-62.0750094941145,,
v3_p18,553,Punta Indio,Buenos Aires,Magdalena,Magdalena | Punta Indio,auto_ok,localidades-censales,06655030,Punta Indio,Punta Indio,-35.2808352898089,-57.2360072391524,,
v3_p18,163,Quemú-Quemú,La Pampa,Quemú-Quemú,Quemú Quemú,auto_ok,localidades-censales,42119040,Quemú Quemú,Quemú Quemú,-36.0548207316492,-63.5658619380341,,
v3_p18,483,Quenuma,Buenos Aires,Pellegrini,Pellegrini | Salliqueló | Tres Lomas,auto_ok,localidades-censales,06721010,Quenumá,Salliqueló,-36.5662740076309,-63.0839213783154,,
v3_p18,76,Quequén,Buenos Aires,Lobería,Lobería,flag_sin_match,,,,,,,,Necochea - Quequen/Necochea [06581050]
v3_p18,647,Quetrequén,La Pampa,Rancul,Rancul,auto_ok,localidades-censales,42126060,Quetrequén,Rancul,-35.0570060285576,-64.5231686675132,,
v3_p18,6,Quilmes,Buenos Aires,Quilmes,Quilmes | Berazategui,auto_ok,localidades-censales,06658010,Quilmes,Quilmes,-34.724691432384,-58.2613407434763,,
v3_p18,660,Quiñihual,Buenos Aires,Coronel Suárez,Coronel Suárez,flag_bahra,asentamientos,06203A16,Quiñihual,Coronel Suárez,-37.7886373941711,-61.5898639305721,,Quiñihual/Coronel Suárez [06203A16]
v3_p18,832,Quirno Costa,Buenos Aires,General Viamonte,General Viamonte,flag_bahra,asentamientos,06385A09,Quirno Costa,General Viamonte,-34.8770532015355,-61.1395101942481,,Quirno Costa/General Viamonte [06385A09]
v3_p18,200,Quiroga,Buenos Aires,9 de Julio,9 de Julio,flag_variante,,06588010,Facundo Quiroga,9 de Julio,-35.2922148180777,-61.4057435457533,,Facundo Quiroga/9 de Julio [06588010]
v3_p18,277,Rafael Obligado,Buenos Aires,Rojas,Rojas,auto_ok,localidades-censales,06686040,Rafael Obligado,Rojas,-34.3595409379833,-60.7838416364791,,
v3_p18,105,Ramallo,Buenos Aires,Ramallo,Ramallo,auto_ok,localidades-censales,06665040,Ramallo,Ramallo,-33.4850668104273,-60.0045027963237,,
v3_p18,350,Ramón Biaus,Buenos Aires,Chivilcoy,Chivilcoy,auto_ok,localidades-censales,06224060,Ramón Biaus,Chivilcoy,-35.0853540461537,-59.9241033355477,,
v3_p18,731,Ramón J. Neild,Buenos Aires,9 de Julio,9 de Julio,flag_bahra,asentamientos,06588A21,Ramón J. Neild,9 de Julio,-35.2210186349607,-61.2251272159046,,Ramón J. Neild/9 de Julio [06588A21]
v3_p18,305,Ramón Santamarina,Buenos Aires,Necochea,Necochea,auto_ok,localidades-censales,06581070,Ramón Santamarina,Necochea,-38.4474000773615,-59.3326879230025,,
v3_p18,416,Ramón Otero,Buenos Aires,Balcarce,Balcarce,flag_variante,,06063040,Ramos Otero,Balcarce,-37.540703547179,-58.3407015552081,,Ramos Otero/Balcarce [06063040]
v3_p18,239,Rancagua,Buenos Aires,Pergamino,Pergamino,auto_ok,localidades-censales,06623120,Rancagua,Pergamino,-34.0284156030114,-60.5012048888593,,
v3_p18,206,Rancul,La Pampa,Rancul,Rancul,auto_ok,localidades-censales,42126070,Rancul,Rancul,-35.0677744463466,-64.6842610881382,,
v3_p18,85,Rauch,Buenos Aires,Rauch,Rauch,auto_ok,localidades-censales,06672010,Rauch,Rauch,-36.7745065760695,-59.0872745439506,,
v3_p18,150,Rawson,Buenos Aires,Chacabuco,Chacabuco,auto_ok,localidades-censales,06210040,Rawson,Chacabuco,-34.6050468131252,-60.0668001973042,,
v3_p18,801,Real Audiencia,Buenos Aires,Pila,Pila,flag_bahra,asentamientos,06630A15,Real Audiencia,Pila,-36.1758439978545,-58.5843132910868,,Real Audiencia/Pila [06630A15]
v3_p18,135,Realicó,La Pampa,Realicó,Realicó,auto_ok,localidades-censales,42133080,Realicó,Realicó,-35.0382051939992,-64.2462726584325,,
v3_p18,506,Recalde,Buenos Aires,Olavarría,Olavarría,auto_ok,localidades-censales,06595090,Recalde,Olavarría,-36.6516071283121,-61.0861922034615,,
v3_p18,773,Relmo,La Pampa,Quemú-Quemú,Quemú Quemú,auto_ok,localidades-censales,42119050,Relmo,Quemú Quemú,-36.2565832472949,-63.4480994199787,,
v3_p18,540,Remecó,La Pampa,Guatraché,Guatraché,flag_bahra,asentamientos,42070A07,Remecó,Guatraché,-37.6247195958827,-63.6821645859988,,Remecó/Guatraché [42070A07]
v3_p18,618,Reserva,Buenos Aires,Coronel Pringles,Coronel Pringles,flag_bahra,asentamientos,06196A17,Reserva,Coronel Pringles,-37.825983633608,-61.2212266027447,,Reserva/Coronel Pringles [06196A17]
v3_p18,390,Río Colorado,La Pampa,Caleu-Caleu,Caleu Caleu,flag_sin_match,,,,,,,,
v3_p18,677,Río Luján,Buenos Aires,Campana,Campana,flag_bahra,asentamientos,06126040,Río Luján,Campana,-34.2786409486538,-58.8976060079118,,Río Luján/Campana [06126040]
v3_p18,261,Río Tala,Buenos Aires,San Pedro,San Pedro,flag_bahra,localidades,06770040,Río Tala,San Pedro,-33.7692927806971,-59.6394845323378,,Río Tala/San Pedro [06770040]
v3_p18,100,Rivadavia,Buenos Aires,Rivadavia,Rivadavia,flag_sin_match,,,,,,,,
v3_p18,816,Rivadeo,Buenos Aires,Puán,Puán,flag_bahra,asentamientos,06651A10,Rivadeo,Puán,-38.1459957349685,-63.0528901080292,,Rivadeo/Puán [06651A10]
v3_p18,393,Rivas,Buenos Aires,Suipacha,Suipacha,flag_variante,,06784010,General Rivas,Suipacha,-34.6100543213376,-59.7519417106692,,General Rivas/Suipacha [06784010]
v3_p19,141,Rivera,Buenos Aires,Adolfo Alsina,Adolfo Alsina,auto_ok,localidades-censales,06007080,Rivera,Adolfo Alsina,-37.1605187984608,-63.241762387826,,
v3_p19,561,Roberto Cano,Buenos Aires,Rojas,Rojas,auto_ok,localidades-censales,06686050,Roberto Cano,Rojas,-34.0865171790515,-60.6671921928331,,
v3_p19,522,Roberto J. Payró,Buenos Aires,Magdalena,Magdalena | Punta Indio,auto_ok,localidades-censales,06505080,Roberto J. Payró,Magdalena,-35.1799267057869,-57.651986019808,,
v3_p19,152,Roberts,Buenos Aires,Lincoln,Lincoln,auto_ok,localidades-censales,06469090,Roberts,Lincoln,-35.1428633288324,-61.9703423893235,,
v3_p19,834,Rocha,Buenos Aires,Olavarría,Olavarría,flag_bahra,asentamientos,06595A21,Rocha,Olavarría,-37.1463986314672,-60.9771145759177,,Rocha/Olavarría [06595A21]
v3_p19,65,Rojas,Buenos Aires,Rojas,Rojas,auto_ok,localidades-censales,06686060,Rojas,Rojas,-34.1970589546929,-60.7300960587737,,
v3_p19,896,Rolito,Buenos Aires,Guaminí,Guaminí,flag_bahra,asentamientos,06399A12,Rolito,Guaminí,-37.0033487918988,-62.7102969067208,,Rolito/Guaminí [06399A12]
v3_p19,371,Rolón,La Pampa,Atreucó,Atreucó,auto_ok,localidades-censales,42007040,Rolón,Atreucó,-37.1665832278765,-63.4149648674089,,
v3_p19,895,Román Báez,Buenos Aires,Suipacha,Suipacha,flag_bahra,asentamientos,06784A06,Román Báez,Suipacha,-34.7380495309787,-59.8389664950257,,Román Báez/Suipacha [06784A06]
v3_p19,524,Rosas,Buenos Aires,Las Flores,Las Flores,auto_ok,localidades-censales,06455050,Rosas,Las Flores,-35.9659366349607,-58.9390067837397,,
v3_p19,389,Roosvelt,Buenos Aires,Rivadavia,Rivadavia,flag_variante,,06679050,Roosevelt,Rivadavia,-35.8461997578592,-63.289967001162,,Roosevelt/Rivadavia [06679050]
v3_p19,127,Roque Pérez,Buenos Aires,Roque Pérez,Roque Pérez,auto_ok,localidades-censales,06693020,Roque Pérez,Roque Pérez,-35.4026733116021,-59.333521507391,,
v3_p19,317,Rucanelo,La Pampa,Conhello,Conhelo,auto_ok,localidades-censales,42035050,Rucanelo,Conhelo,-36.0433121572057,-64.8349361432123,,
v3_p19,324,Ruiz,Buenos Aires,San Andrés de Giles,San Andrés de Giles,flag_variante,,06728070,Villa Ruiz,San Andrés de Giles,-34.4338832013567,-59.2603049161852,,Villa Ruiz/San Andrés de Giles [06728070]
v3_p19,177,Saavedra,Buenos Aires,Saavedra,Saavedra,auto_ok,localidades-censales,06700060,Saavedra,Saavedra,-37.7639174847958,-62.3522171746736,,
v3_p19,433,Saforcada,Buenos Aires,Junín,Junín,auto_ok,localidades-censales,06413100,Saforcada,Junín,-34.5728714860252,-61.0742145686916,,
v3_p19,53,Saladillo,Buenos Aires,Saladillo,Saladillo,auto_ok,localidades-censales,06707050,Saladillo,Saladillo,-35.6386474637324,-59.779375858645,,
v3_p19,234,Salazar,Buenos Aires,Caseros,Daireaux,auto_ok,localidades-censales,06231050,Salazar,Daireaux,-36.3070845246816,-62.2028824167194,,
v3_p19,235,Saldungaray,Buenos Aires,Tornquist,Tornquist,auto_ok,localidades-censales,06819050,Saldungaray,Tornquist,-38.2051804844641,-61.7697913520366,,
v3_p19,62,Salto,Buenos Aires,Salto,Salto,auto_ok,localidades-censales,06714060,Salto,Salto,-34.2997130695838,-60.2467679335168,,
v3_p19,226,Salvador María,Buenos Aires,Lobos,Lobos,auto_ok,localidades-censales,06483050,Salvador Marí­a,Lobos,-35.2987873618516,-59.1637770276452,,
v3_p19,115,Salliqueló,Buenos Aires,Pellegrini,Pellegrini | Salliqueló | Tres Lomas,auto_ok,localidades-censales,06721020,Salliqueló,Salliqueló,-36.7484485604683,-62.9562557652804,,
v3_p19,862,Samborombón,Buenos Aires,Brandsen,Brandsen,auto_ok,localidades-censales,06119090,Samborombón,Brandsen,-35.2206242719966,-58.2805297949826,,
v3_p19,237,San Agustín,Buenos Aires,Balcarce,Balcarce,auto_ok,localidades-censales,06063050,San Agustín,Balcarce,-38.0110509298096,-58.3553060799001,,
v3_p19,77,San Andrés de Giles,Buenos Aires,San Andrés de Giles,San Andrés de Giles,auto_ok,localidades-censales,06728040,San Andrés de Giles,San Andrés de Giles,-34.4511536860294,-59.4429842146149,,
v3_p19,66,San Antonio de Areco,Buenos Aires,San Antonio de Areco,San Antonio de Areco,auto_ok,localidades-censales,06735020,San Antonio de Areco,San Antonio de Areco,-34.2485740952629,-59.4773302552069,,
v3_p19,636,San Benito,Buenos Aires,Saladillo,Saladillo,flag_bahra,asentamientos,06707A25,San Benito,Saladillo,-35.6676981944844,-59.8856136278935,,San Benito/Saladillo [06707A25]
v3_p19,742,San Bernardo,Buenos Aires,Tapalqué,Tapalqué,flag_bahra,asentamientos,06798A14,San Bernardo,Tapalqué,-36.3087582912669,-60.4475838977345,,San Bernardo/Tapalqué [06798A14]
v3_p19,96,San Cayetano,Buenos Aires,San Cayetano,San Cayetano,auto_ok,localidades-censales,06742030,San Cayetano,San Cayetano,-38.3456588296824,-59.6068199781888,,
v3_p19,214,San Clemente del Tuyú,Buenos Aires,General Lavalle,General Lavalle | La Costa,auto_ok,localidades-censales,06420030,San Clemente del Tuyú,La Costa,-36.3618684675077,-56.7188279978178,,
v3_p19,241,Sánchez,Buenos Aires,Ramallo,Ramallo,flag_sin_match,,,,,,,,
v3_p19,382,San Emilio,Buenos Aires,General Viamonte,General Viamonte,auto_ok,localidades-censales,06385040,San Emilio,General Viamonte,-35.0327384906848,-60.865255145522,,
v3_p19,377,San Enrique,Buenos Aires,25 de Mayo,25 de Mayo,auto_ok,localidades-censales,06854080,San Enrique,25 de Mayo,-35.7697428203972,-60.3504313670885,,
v3_p19,901,San Fermín,Buenos Aires,Guaminí,Guaminí,flag_bahra,asentamientos,06399A13,San Fermín,Guaminí,-36.8180716767246,-62.621109639901,,San Fermín/Guaminí [06399A13]
v3_p19,17,San Fernando,Buenos Aires,San Fernando,San Fernando,auto_ok,localidades-censales,06749010,San Fernando,San Fernando,-34.4418003197061,-58.5580198721145,,
v3_p19,257,San Francisco de Bellocq,Buenos Aires,Tres Arroyos,Tres Arroyos,auto_ok,localidades-censales,06833080,San Francisco de Bellocq,Tres Arroyos,-38.689637687166,-60.0140156389685,,
v3_p19,452,San Germán,Buenos Aires,Puán,Puán,auto_ok,localidades-censales,06651080,San Germán,Puán,-38.3025006470219,-62.9834938208855,,
v3_p19,537,San Ignacio,Buenos Aires,Ayacucho,Ayacucho,flag_bahra,asentamientos,06042A24,San Ignacio,Ayacucho,-37.3411334306085,-58.4236845784767,,San Ignacio/Ayacucho [06042A24]
v3_p19,12,San Isidro,Buenos Aires,San Isidro,San Isidro,auto_ok,localidades-censales,06756010,San Isidro,San Isidro,-34.4721541217739,-58.5109710038312,,
v3_p19,760,San Jacinto,Buenos Aires,Mercedes,Mercedes,flag_bahra,asentamientos,06532A11,San Jacinto,Mercedes,-34.6447896599641,-59.5247174548168,,San Jacinto/Mercedes [06532A11]
v3_p19,424,San Jorge,Buenos Aires,Laprida,Laprida,flag_variante,,06448030,Pueblo San Jorge,Laprida,-37.2287463208352,-60.9611399929517,,Pueblo San Jorge/Laprida [06448030]
v3_p20,812,San José,Buenos Aires,Necochea,Necochea,flag_depto,,06203070,San José,Coronel Suárez,-37.508031703707,-61.9177940926866,252,San José/Coronel Suárez [06203070]
v3_p20,213,San Manuel,Buenos Aires,Lobería,Lobería,auto_ok,localidades-censales,06476050,San Manuel,Lobería,-37.7865707899887,-58.8485743707578,,
v3_p20,525,San Mauricio,Buenos Aires,Rivadavia,Rivadavia,auto_ok,localidades-censales,06679060,San Mauricio,Rivadavia,-35.5107382633044,-63.1879827320047,,
v3_p20,343,San Mayol,Buenos Aires,Tres Arroyos,Tres Arroyos,auto_ok,localidades-censales,06833090,San Mayol,Tres Arroyos,-38.3177365227324,-60.0258421214843,,
v3_p20,90,San Miguel del Monte,Buenos Aires,Monte,Monte,auto_ok,localidades-censales,06547020,San Miguel del Monte,Monte,-35.4391643240479,-58.8094598355672,,
v3_p20,22,San Nicolás,Buenos Aires,San Nicolás,San Nicolás,flag_variante,,06763050,San Nicolás de los Arroyos,San Nicolás,-33.3334318533461,-60.2108704885047,,San Nicolás de los Arroyos/San Nicolás [06763050]
v3_p20,378,San Patricio,Buenos Aires,Chacabuco,Chacabuco,flag_bahra,asentamientos,06210A14,San Patricio,Chacabuco,-34.6141865366556,-60.2484199751501,,San Patricio/Chacabuco [06210A14]
v3_p20,43,San Pedro,Buenos Aires,San Pedro,San Pedro,auto_ok,localidades-censales,06770060,San Pedro,San Pedro,-33.6758954455934,-59.6629624694234,,
v3_p20,408,San Román,Buenos Aires,Coronel Dorrego,Coronel Dorrego | Monte Hermoso,auto_ok,localidades-censales,06189090,San Román,Coronel Dorrego,-38.7413132543129,-61.5385545095186,,
v3_p20,507,San Sebastián,Buenos Aires,Chivilcoy,Chivilcoy,auto_ok,localidades-censales,06224070,San Sebastián,Chivilcoy,-34.9431479827078,-59.702226872066,,
v3_p20,411,Sansinena,Buenos Aires,Rivadavia,Rivadavia,auto_ok,localidades-censales,06679070,Sansinena,Rivadavia,-35.2742647765196,-63.2140646000829,,
v3_p20,587,Santa Coloma,Buenos Aires,Baradero,Baradero,auto_ok,localidades-censales,06070030,Santa Coloma,Baradero,-34.059361700184,-59.559311114743,,
v3_p20,739,Santa Elena,Buenos Aires,Laprida,Laprida,flag_bahra,asentamientos,06448A09,Santa Elena,Laprida,-37.344135052949,-60.6055625033205,,Santa Elena/Laprida [06448A09]
v3_p20,456,Santa Eleodora,Buenos Aires,General Villegas,General Villegas,auto_ok,localidades-censales,06392020,Santa Eleodora,General Villegas,-34.6945608712432,-62.6954481408889,,
v3_p20,600,Santa Inés,Buenos Aires,Carlos Tejedor,Carlos Tejedor,flag_bahra,asentamientos,06154A15,Santa Inés,Carlos Tejedor,-35.4027726175261,-62.5920347099892,,Santa Inés/Carlos Tejedor [06154A15]
v3_p20,413,Santa Isabel,La Pampa,Chalileo,Chalileo,auto_ok,localidades-censales,42049010,Santa Isabel,Chalileo,-36.2319404032193,-66.9407943663849,,
v3_p20,161,Santa Lucía,Buenos Aires,San Pedro,San Pedro,auto_ok,localidades-censales,06770070,Santa Lucía,San Pedro,-33.8808700272696,-59.874232328984,,
v3_p20,774,Santa Luisa,Buenos Aires,Olavarría,Olavarría,auto_ok,localidades-censales,06595100,Santa Luisa,Olavarría,-37.1289653693521,-60.4099303899854,,
v3_p20,233,Santa María,Buenos Aires,Coronel Suárez,Coronel Suárez,auto_ok,localidades-censales,06203080,Santa María,Coronel Suárez,-37.5547048681,-61.8757751325368,,
v3_p20,369,Santa Regina,Buenos Aires,General Villegas,General Villegas,auto_ok,localidades-censales,06392100,Santa Regina,General Villegas,-34.5496213328275,-63.1731322287306,,
v3_p20,37,Santa Rosa,La Pampa,Capital,Capital,auto_ok,localidades-censales,42021020,Santa Rosa,Capital,-36.6203995261434,-64.2905735675783,,
v3_p20,451,Santa Teresa,La Pampa,Guatraché,Guatraché,auto_ok,localidades-censales,42070050,Santa Teresa,Guatraché,-37.5747726164107,-63.4313744751766,,
v3_p20,501,Santa Teresita,Buenos Aires,General Lavalle,General Lavalle | La Costa,flag_bahra,localidades,0642004002,Santa Teresita,La Costa,-36.5405925007164,-56.6929407422398,,Santa Teresita/La Costa [0642004002]
v3_p20,700,Santiago Garbarini,Buenos Aires,25 de Mayo,25 de Mayo,flag_bahra,asentamientos,06854A23,Santiago Garbarini,25 de Mayo,-35.4828687260944,-60.3821395541696,,Santiago Garbarini/25 de Mayo [06854A23]
v3_p20,621,Santiago Larré,Buenos Aires,Roque Pérez,Roque Pérez,flag_bahra,asentamientos,06693A18,Santiago Larré,Roque Pérez,-35.5823813989668,-59.1652876492908,,Santiago Larré/Roque Pérez [06693A18]
v3_p20,644,Santo Domingo,Buenos Aires,Maipú,Maipú,auto_ok,localidades-censales,06511030,Santo Domingo,Maipú,-36.7115381434249,-57.5863001097361,,
v3_p20,584,Santos Unzué,Buenos Aires,9 de Julio,9 de Julio,flag_bahra,asentamientos,06588A22,Santos Unzué,9 de Julio,-35.7460443466831,-60.8603872073342,,Santos Unzué/9 de Julio [06588A22]
v3_p20,543,Santo Tomás,Buenos Aires,Carlos Casares,Carlos Casares,auto_ok,localidades-censales,06147100,Santo Tomás,Carlos Casares,-35.6723997385324,-61.5068727426589,,
v3_p20,101,San Vicente,Buenos Aires,San Vicente,San Vicente | Presidente Perón,auto_ok,localidades-censales,06778020,San Vicente,San Vicente,-35.0240394387399,-58.4205914420453,,
v3_p20,711,Sarah,La Pampa,Chapaleufú,Chapaleufú,auto_ok,localidades-censales,42056050,Sarah,Chapaleufú,-35.0280392928096,-63.6858964178019,,
v3_p20,398,Sarasa,Buenos Aires,Colón,Colón,auto_ok,localidades-censales,06175030,Sarasa,Colón,-34.0481637070693,-61.2017061687434,,
v3_p20,799,Saturno,Buenos Aires,Guaminí,Guaminí,flag_bahra,asentamientos,06399A14,Saturno,Guaminí,-36.9136592168849,-62.682675767021,,Saturno/Guaminí [06399A14]
v3_p20,374,Sevigné,Buenos Aires,Dolores,Dolores,auto_ok,localidades-censales,06238020,Sevigné,Dolores,-36.2036698461647,-57.7427535363227,,
v3_p20,453,Sierra de la Ventana,Buenos Aires,Tornquist,Tornquist,auto_ok,localidades-censales,06819060,Sierra de la Ventana,Tornquist,-38.131714910679,-61.8045637174001,,
v3_p20,142,Sierras Bayas,Buenos Aires,Olavarría,Olavarría,auto_ok,localidades-censales,06595120,Sierras Bayas,Olavarría,-36.9298298570961,-60.1658590966911,,
v3_p20,246,Sierra Chica,Buenos Aires,Olavarría,Olavarría,auto_ok,localidades-censales,06595110,Sierra Chica,Olavarría,-36.8438537035323,-60.2290280152955,,
v3_p20,286,Smith,Buenos Aires,Carlos Casares,Carlos Casares,auto_ok,localidades-censales,06147110,Smith,Carlos Casares,-35.4953401123334,-61.5924644875119,,
v3_p20,806,Solanet,Buenos Aires,Ayacucho,Ayacucho,auto_ok,localidades-censales,06042030,Solanet,Ayacucho,-36.8428436905421,-58.5077215781152,,
v3_p20,788,Sol de Mayo,Buenos Aires,Rojas,Rojas,auto_ok,localidades-censales,06686070,Sol de Mayo,Rojas,-34.2682599673445,-60.8736821753868,,
v3_p20,498,Solís,Buenos Aires,San Andrés de Giles,San Andrés de Giles,auto_ok,localidades-censales,06728050,Solís,San Andrés de Giles,-34.2979706883022,-59.3238418712797,,
v3_p20,556,Speluzzi,La Pampa,Maracó,Maracó,auto_ok,localidades-censales,42105040,Speluzzi,Maracó,-35.5496682292744,-63.8204421715339,,
v3_p21,513,Spurr,Buenos Aires,Bahía Blanca,Bahía Blanca,flag_sin_match,,,,,,,,
v3_p21,693,Stegman,Buenos Aires,Coronel Pringles,Coronel Pringles,flag_variante_bahra,asentamientos,06196A19,Stegmann,Coronel Pringles,-37.989933086505,-61.5445750028686,,Stegmann/Coronel Pringles [06196A19]
v3_p21,255,Stroeder,Buenos Aires,Patagones,Patagones,auto_ok,localidades-censales,06602060,Stroeder,Patagones,-40.1858050598167,-62.620320671925,,
v3_p21,380,Sucre,Buenos Aires,Luján,Luján,flag_bahra,asentamientos,06497A04,Sucre,Luján,-34.5078618504809,-59.1142639161741,,Sucre/Luján [06497A04]
v3_p21,130,Suipacha,Buenos Aires,Suipacha,Suipacha,auto_ok,localidades-censales,06784020,Suipacha,Suipacha,-34.768691043144,-59.6869002378206,,
v3_p21,676,Sundblad,Buenos Aires,Rivadavia,Rivadavia,auto_ok,localidades-censales,06679080,Sundblad,Rivadavia,-35.7648879836558,-63.1390645220736,,
v3_p21,890,Tacuarí,Buenos Aires,Salto,Salto,flag_bahra,asentamientos,06714A07,Tacuarí,Salto,-34.2114964968241,-60.3102346052653,,Tacuarí/Salto [06714A07]
v3_p21,325,Tamangueyú,Buenos Aires,Lobería,Lobería,auto_ok,localidades-censales,06476060,Tamangueyú,Lobería,-38.2013044445807,-58.7392568541914,,
v3_p21,733,Tambo Nuevo,Buenos Aires,Pergamino,Pergamino,flag_bahra,asentamientos,06623A19,Tambo Nuevo,Pergamino,-33.9670771214874,-60.5794002004478,,Tambo Nuevo/Pergamino [06623A19]
v3_p21,24,Tandil,Buenos Aires,Tandil,Tandil,auto_ok,localidades-censales,06791050,Tandil,Tandil,-37.3286638524321,-59.1368808617922,,
v3_p21,122,Tapalqué,Buenos Aires,Tapalqué,Tapalqué,auto_ok,localidades-censales,06798020,Tapalqué,Tapalqué,-36.3561597732637,-60.0251394372615,,
v3_p21,665,Tatay,Buenos Aires,Carmen de Areco,Carmen de Areco,flag_bahra,asentamientos,06161A09,Tatay,Carmen de Areco,-34.3713636182917,-59.9440427692425,,Tatay/Carmen de Areco [06161A09]
v3_p21,361,Tedín Uriburu,Buenos Aires,Juárez,Benito Juárez,auto_ok,localidades-censales,06084040,Tedín Uriburu,Benito Juárez,-37.364218614256,-59.7601928177513,,
v3_p21,209,Telén,La Pampa,Loventué,Loventué,auto_ok,localidades-censales,42098040,Telén,Loventué,-36.2641734288439,-65.5111517486351,,
v3_p21,480,Tte. Gral. Emilio Mitre,La Pampa,Conhello,Conhelo,flag_variante_bahra,asentamientos,42035A04,Teniente General Emilio Mitre,Conhelo,-36.1383647554285,-64.9361328884959,,Teniente General Emilio Mitre/Conhelo [42035A04]
v3_p21,487,Teniente Origone,Buenos Aires,Villarino,Villarino,auto_ok,localidades-censales,06875080,Teniente Origone,Villarino,-39.0578239142738,-62.5705744996718,,
v3_p21,18,Tigre,Buenos Aires,Tigre,Tigre,auto_ok,localidades-censales,06805010,Tigre,Tigre,-34.4256910710843,-58.5810472651652,,
v3_p21,300,Timote,Buenos Aires,Carlos Tejedor,Carlos Tejedor,auto_ok,localidades-censales,06154040,Timote,Carlos Tejedor,-35.3474270322638,-62.2228786543666,,
v3_p21,669,Thames,Buenos Aires,Adolfo Alsina,Adolfo Alsina,flag_bahra,asentamientos,06007A18,Thames,Adolfo Alsina,-36.9253528021856,-63.2955803695286,,Thames/Adolfo Alsina [06007A18]
v3_p21,144,Toay,La Pampa,Toay,Toay,auto_ok,localidades-censales,42140020,Toay,Toay,-36.6738647838869,-64.3797267718024,,
v3_p21,287,Todd,Buenos Aires,Bartolomé Mitre,Arrecifes | Capitán Sarmiento,auto_ok,localidades-censales,06077020,Todd,Arrecifes,-34.0312956499151,-60.1557108591817,,
v3_p21,766,Tomás Jofré,Buenos Aires,Mercedes,Mercedes,flag_sin_match,,,,,,,,
v3_p21,575,Tomás M. Anchorena,La Pampa,Atreucó,Atreucó,auto_ok,localidades-censales,42007050,Tomás M. Anchorena,Atreucó,-36.8403659815016,-63.5247929009758,,
v3_p21,151,Tornquist,Buenos Aires,Tornquist,Tornquist,auto_ok,localidades-censales,06819070,Tornquist,Tornquist,-38.1014150142065,-62.2229188366889,,
v3_p21,164,Torres,Buenos Aires,Luján,Luján,auto_ok,localidades-censales,06497050,Torres,Luján,-34.4328248155783,-59.1285842988555,,
v3_p21,169,Tortuguitas,Buenos Aires,Pilar,Pilar | Malvinas Argentinas,flag_bahra,localidades,0663804012,Tortuguitas,Pilar,-34.4607720798694,-58.7631813315473,,Tortuguitas/Pilar [0663804012]; Tortuguitas/Malvinas Argentinas [0651501007]
