origen,page,n_orden,localidad,campo,valor_crudo,evidencia,recorte,estado,resuelto_por
2.2-sin_match,v3_p11,500,Juan Blaquier,localidad,Juan Blaquier,wiki=sin_match: Juan Flaquer Fábregues https://es.wikipedia.org/wiki/Juan_Flaquer_F%C3%A1bregues,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p11,404,Juan E. Barra,localidad,Juan E. Barra,wiki=aproximado: Juan B. Barra https://es.wikipedia.org/wiki/Juan_B._Barra,,resuelto,decisiones.csv
2.2-sin_match,v3_p12,418,Juan J. Almeyra,localidad,Juan J. Almeyra,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,136,Juan N. Fernández,localidad,Juan N. Fernández,wiki=sin_match: Juan N. Fernández https://es.wikipedia.org/wiki/Juan_N._Fern%C3%A1ndez,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,588,Julio Arditi,localidad,Julio Arditi,wiki=sin_match: Julio Ardiles Gray https://es.wikipedia.org/wiki/Julio_Ardiles_Gray,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,907,Kenny,localidad,Kenny,wiki=sin_match: Kenny https://es.wikipedia.org/wiki/Kenny,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p12,820,Kilómetro 125,localidad,Kilómetro 125,wiki=aproximado: Kilómetro 117 https://es.wikipedia.org/wiki/Kil%C3%B3metro_117,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p12,532,Kilómetro 158,localidad,Kilómetro 158,wiki=aproximado: Kilómetro 658 https://es.wikipedia.org/wiki/Kil%C3%B3metro_658,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p12,815,Krabbe,localidad,Krabbe,wiki=sin_match: Tim Krabbé https://es.wikipedia.org/wiki/Tim_Krabb%C3%A9,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p12,294,La Barrancosa,localidad,La Barrancosa,wiki=aproximado: La Barranca https://es.wikipedia.org/wiki/La_Barranca,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p12,426,Lago Epecuén,localidad,Lago Epecuén,wiki=sin_match: Lago Epecuén https://es.wikipedia.org/wiki/Lago_Epecu%C3%A9n,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,781,La Japonesa,localidad,La Japonesa,wiki=sin_match: La Japonesa (Camille con traje japonés) https://es.wikipedia.org/wiki/La_Japonesa_(Camille_con_traje_japon%C3%A9s),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,728,La Nevada,localidad,La Nevada,wiki=sin_match: La nevada https://es.wikipedia.org/wiki/La_nevada,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p12,373,La Nueva Plata,localidad,La Nueva Plata,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p13,557,La Pastoril,localidad,La Pastoril,wiki=aproximado: La Pastoría https://es.wikipedia.org/wiki/La_Pastor%C3%ADa,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p13,608,La Paz Chica,localidad,La Paz Chica,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p13,593,La Porteña,localidad,La Porteña,wiki=sin_match: La Porteña https://es.wikipedia.org/wiki/La_Porte%C3%B1a,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p13,797,La Primavera,localidad,La Primavera,wiki=sin_match: La Primavera https://es.wikipedia.org/wiki/La_Primavera,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p13,743,Las Hermanas,localidad,Las Hermanas,wiki=sin_match: Las hermanas (serie de televisión) https://es.wikipedia.org/wiki/Las_hermanas_(serie_de_televisi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p13,847,Las Juanitas,localidad,Las Juanitas,wiki=sin_match: Las Juanitas (Buenos Aires) https://es.wikipedia.org/wiki/Las_Juanitas_(Buenos_Aires),,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p13,645,Las Mostazas,localidad,Las Mostazas,wiki=aproximado: Las Montañas (San Cristóbal de La Laguna) https://es.wikipedia.org/wiki/Las_Monta%C3%B1as_(San_Crist%C3%B3bal_de_La_Laguna),,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p13,720,Las Palmas,localidad,Las Palmas,wiki=sin_match: Las Palmas (A-52) https://es.wikipedia.org/wiki/Las_Palmas_(A-52),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p13,854,Las Parvas,localidad,Las Parvas,wiki=sin_match: Las parvas (Martín Malharro) https://es.wikipedia.org/wiki/Las_parvas_(Mart%C3%ADn_Malharro),,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p13,891,Las Vaquerías,localidad,Las Vaquerías,wiki=aproximado: Las Alquerías https://es.wikipedia.org/wiki/Las_Alquer%C3%ADas,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p13,707,La Zanja,localidad,La Zanja,wiki=sin_match: La zanja https://es.wikipedia.org/wiki/La_zanja,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p13,894,Lertora,localidad,Lertora,wiki=aproximado: Lectura https://es.wikipedia.org/wiki/Lectura,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p14,363,Limay-Mahuída,localidad,Limay-Mahuída,wiki=aproximado: Limay Mahuida https://es.wikipedia.org/wiki/Limay_Mahuida,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v3_p14,598,Lia Calel,localidad,Lia Calel,wiki=sin_match: La Calera (Chile) https://es.wikipedia.org/wiki/La_Calera_(Chile),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p14,662,Los Laureles,localidad,Los Laureles,wiki=sin_match: Los Laureles https://es.wikipedia.org/wiki/Los_Laureles,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p14,785,Maguirre,localidad,Maguirre,wiki=sin_match: Mary Maguire https://es.wikipedia.org/wiki/Mary_Maguire,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p14,462,Mamaguita,localidad,Mamaguita,wiki=sin_match: Mamaguita https://es.wikipedia.org/wiki/Mamaguita,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p14,545,Manuel J. García,localidad,Manuel J. García,wiki=sin_match: Manuel J. García https://es.wikipedia.org/wiki/Manuel_J._Garc%C3%ADa,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p14,220,Manuel Ocampo,localidad,Manuel Ocampo,wiki=sin_match: Manuel Ocampo https://es.wikipedia.org/wiki/Manuel_Ocampo,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p14,888,Manzone,localidad,Manzone,wiki=aproximado: Manzana https://es.wikipedia.org/wiki/Manzana,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p14,770,Mapis,localidad,Mapis,wiki=aproximado: Mapa https://es.wikipedia.org/wiki/Mapa,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p15,266,Mariano M. Alfonso,localidad,Mariano M. Alfonso,wiki=aproximado: Mariano H. Alfonzo https://es.wikipedia.org/wiki/Mariano_H._Alfonzo,,resuelto,decisiones.csv
2.2-sin_match,v3_p15,573,Mari Lauquen,localidad,Mari Lauquen,wiki=sin_match: Marilu Bueno https://es.wikipedia.org/wiki/Marilu_Bueno,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p15,772,Martín Fierro,localidad,Martín Fierro,wiki=sin_match: Martín Fierro https://es.wikipedia.org/wiki/Mart%C3%ADn_Fierro,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p15,551,M. Colman,localidad,M. Colman,wiki=sin_match: M-Clan https://es.wikipedia.org/wiki/M-Clan,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p15,658,Miramonte,localidad,Miramonte,wiki=sin_match: Ariel Miramontes https://es.wikipedia.org/wiki/Ariel_Miramontes,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p15,837,Moores,localidad,Moores,wiki=sin_match: Moorestown https://es.wikipedia.org/wiki/Moorestown,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p16,793,Napostá,localidad,Napostá,wiki=sin_match: Napster https://es.wikipedia.org/wiki/Napster,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p16,884,Necol,localidad,Necol,wiki=aproximado: Necoclí https://es.wikipedia.org/wiki/Necocl%C3%AD,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p16,240,O'Higgins,localidad,O'Higgins,wiki=sin_match: O'Higgins https://es.wikipedia.org/wiki/O%27Higgins,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p16,664,Ombucta,localidad,Ombucta,wiki=sin_match: Omurtag https://es.wikipedia.org/wiki/Omurtag,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p16,671,Ortiz de Rozas,localidad,Ortiz de Rozas,wiki=sin_match: Ortiz de Rozas https://es.wikipedia.org/wiki/Ortiz_de_Rozas,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p16,717,Paraguil,localidad,Paraguil,wiki=aproximado: Paraguay https://es.wikipedia.org/wiki/Paraguay,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p17,843,Paso Mayer,localidad,Paso Mayer,wiki=aproximado: Paso Mayor https://es.wikipedia.org/wiki/Paso_Mayor,,resuelto,decisiones.csv
2.2-sin_sugerencia,v3_p17,873,Pasteur,localidad,Pasteur,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p17,873,Pasteur,localidad,Pasteur,wiki=sin_match: Louis Pasteur https://es.wikipedia.org/wiki/Louis_Pasteur,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p17,668,Pedro P. Lasalle,localidad,Pedro P. Lasalle,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p17,906,Pehuelches,localidad,Pehuelches,wiki=sin_match: Pehuelches https://es.wikipedia.org/wiki/Pehuelches,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p17,882,Pehuenco,localidad,Pehuenco,wiki=aproximado: Pehuen-Có https://es.wikipedia.org/wiki/Pehuen-C%C3%B3,,resuelto,decisiones.csv
2.2-aproximado,v3_p17,744,Pelicura,localidad,Pelicura,wiki=aproximado: Película https://es.wikipedia.org/wiki/Pel%C3%ADcula,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p17,602,Pichi-Huinca,localidad,Pichi-Huinca,wiki=aproximado: Pichi Huinca https://es.wikipedia.org/wiki/Pichi_Huinca,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-aproximado,v3_p17,747,Plaza Montero,localidad,Plaza Montero,wiki=aproximado: Plaza Botero https://es.wikipedia.org/wiki/Plaza_Botero,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v3_p17,738,Pozos Kanki,localidad,Pozos Kanki,wiki=sin_match: Vicente Pazos Kanki https://es.wikipedia.org/wiki/Vicente_Pazos_Kanki,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p17,841,Pradere,localidad,Pradere,wiki=sin_match: Pradejón https://es.wikipedia.org/wiki/Pradej%C3%B3n,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,809,Presidente Quintana,localidad,Presidente Quintana,wiki=sin_match: Presidente de la Junta Nacional de Gobierno de Chile https://es.wikipedia.org/wiki/Presidente_de_la_Junta_Nacional_de_Gobierno_de_Chile,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,631,Pueblitos,localidad,Pueblitos,wiki=sin_match: Pueblitos (Nuevo México) https://es.wikipedia.org/wiki/Pueblitos_(Nuevo_M%C3%A9xico),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,502,Puelches,localidad,Puelches,wiki=sin_match: Puelches https://es.wikipedia.org/wiki/Puelches,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,126,Puerto Belgrano,localidad,Puerto Belgrano,wiki=sin_match: Puerto Belgrano https://es.wikipedia.org/wiki/Puerto_Belgrano,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,45,Puerto de la Plata,localidad,Puerto de la Plata,wiki=sin_match: Puerto de La Plata https://es.wikipedia.org/wiki/Puerto_de_La_Plata,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,553,Punta Indio,localidad,Punta Indio,wiki=sin_match: Punta Indio https://es.wikipedia.org/wiki/Punta_Indio,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p18,163,Quemú-Quemú,localidad,Quemú-Quemú,wiki=aproximado: Quemú Quemú https://es.wikipedia.org/wiki/Quem%C3%BA_Quem%C3%BA,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v3_p18,660,Quiñihual,localidad,Quiñihual,wiki=sin_match: Quirihuela https://es.wikipedia.org/wiki/Quirihuela,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,731,Ramón J. Neild,localidad,Ramón J. Neild,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p18,416,Ramón Otero,localidad,Ramón Otero,wiki=aproximado: Ramos Otero https://es.wikipedia.org/wiki/Ramos_Otero,,resuelto,decisiones.csv
2.2-sin_match,v3_p18,540,Remecó,localidad,Remecó,wiki=sin_match: Rémécourt https://es.wikipedia.org/wiki/R%C3%A9m%C3%A9court,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p18,816,Rivadeo,localidad,Rivadeo,wiki=sin_match: Rivadeo https://es.wikipedia.org/wiki/Rivadeo,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p19,522,Roberto J. Payró,localidad,Roberto J. Payró,wiki=sin_match: Roberto J. Payró https://es.wikipedia.org/wiki/Roberto_J._Payr%C3%B3,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p19,896,Rolito,localidad,Rolito,wiki=sin_match: Rolinga https://es.wikipedia.org/wiki/Rolinga,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p19,895,Román Báez,localidad,Román Báez,wiki=aproximado: Román Gámez https://es.wikipedia.org/wiki/Rom%C3%A1n_G%C3%A1mez,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v3_p19,389,Roosvelt,localidad,Roosvelt,wiki=aproximado: Roosevelt https://es.wikipedia.org/wiki/Roosevelt,,resuelto,decisiones.csv
2.2-sin_match,v3_p19,237,San Agustín,localidad,San Agustín,wiki=sin_match: San Agustín https://es.wikipedia.org/wiki/San_Agust%C3%ADn,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p20,525,San Mauricio,localidad,San Mauricio,wiki=sin_match: San Mauricio https://es.wikipedia.org/wiki/San_Mauricio,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p20,378,San Patricio,localidad,San Patricio,wiki=sin_match: San Patricio https://es.wikipedia.org/wiki/San_Patricio,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p20,43,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p20,501,Santa Teresita,localidad,Santa Teresita,wiki=sin_match: Santa Teresita https://es.wikipedia.org/wiki/Santa_Teresita,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p20,621,Santiago Larré,localidad,Santiago Larré,wiki=sin_match: Santiago Larre https://es.wikipedia.org/wiki/Santiago_Larre,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,513,Spurr,localidad,Spurr,wiki=sin_match: Spurr (cráter) https://es.wikipedia.org/wiki/Spurr_(cr%C3%A1ter),,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,693,Stegman,localidad,Stegman,wiki=sin_match: Millie Stegman https://es.wikipedia.org/wiki/Millie_Stegman,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,890,Tacuarí,localidad,Tacuarí,wiki=sin_match: Tacuarí https://es.wikipedia.org/wiki/Tacuar%C3%AD,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,733,Tambo Nuevo,localidad,Tambo Nuevo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,665,Tatay,localidad,Tatay,wiki=sin_match: Tata Young https://es.wikipedia.org/wiki/Tata_Young,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,480,Tte. Gral. Emilio Mitre,localidad,Tte. Gral. Emilio Mitre,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,18,Tigre,localidad,Tigre,wiki=sin_match: Tigre https://es.wikipedia.org/wiki/Tigre,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,575,Tomás M. Anchorena,localidad,Tomás M. Anchorena,wiki=sin_match: Tomás M. Anchorena https://es.wikipedia.org/wiki/Tom%C3%A1s_M._Anchorena,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p21,9,3 de Febrero,localidad,3 de Febrero,wiki=sin_match: 3 de febrero https://es.wikipedia.org/wiki/3_de_febrero,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p21,823,Trongé,localidad,Trongé,wiki=aproximado: Tronget https://es.wikipedia.org/wiki/Tronget,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-sin_match,v3_p21,705,Tuyutí,localidad,Tuyutí,wiki=sin_match: Tuluníes https://es.wikipedia.org/wiki/Tulun%C3%ADes,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p22,354,Urquiza,localidad,Urquiza,wiki=sin_match: Urquiza https://es.wikipedia.org/wiki/Urquiza,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p22,794,Víboras,localidad,Víboras,wiki=sin_match: Víboras https://es.wikipedia.org/wiki/V%C3%ADboras,,resuelto,regla:diferido-paso3
2.2-sin_match,v3_p22,488,Vieytes,localidad,Vieytes,wiki=sin_match: Vieytes (Buenos Aires) https://es.wikipedia.org/wiki/Vieytes_(Buenos_Aires),,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p22,262,Villa Gessell,localidad,Villa Gessell,wiki=aproximado: Villa Gesell https://es.wikipedia.org/wiki/Villa_Gesell,,resuelto,decisiones.csv
2.2-sin_match,v3_p22,215,Villa Numancia,localidad,Villa Numancia,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v3_p22,364,Villa Sauce,localidad,Villa Sauce,wiki=aproximado: Villa Sauze https://es.wikipedia.org/wiki/Villa_Sauze,,resuelto,decisiones.csv
2.2-sin_match,v3_p23,583,Zapiola,localidad,Zapiola,wiki=sin_match: Zapiola (Buenos Aires) https://es.wikipedia.org/wiki/Zapiola_(Buenos_Aires),,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p01,594,Agua de Ramón,localidad,Agua de Ramón,wiki=aproximado: Aguas de Ramon https://es.wikipedia.org/wiki/Aguas_de_Ramon,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p01,381,Albarrellos,localidad,Albarrellos,wiki=aproximado: Albarellos (Argentina) https://es.wikipedia.org/wiki/Albarellos_(Argentina),,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p01,702,Altautina,localidad,Altautina,wiki=aproximado: Altarcina https://es.wikipedia.org/wiki/Altarcina,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p01,574,Anizacate,localidad,Anizacate,wiki=aproximado: Anisacate https://es.wikipedia.org/wiki/Anisacate,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p01,757,Arroyo Alvarez,localidad,Arroyo Alvarez,wiki=sin_match: Arroyo del Alférez https://es.wikipedia.org/wiki/Arroyo_del_Alf%C3%A9rez,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p02,450,Ascochingas,localidad,Ascochingas,wiki=aproximado: Ascochinga https://es.wikipedia.org/wiki/Ascochinga,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p02,666,Asunta,localidad,Asunta,wiki=sin_match: La Asunta https://es.wikipedia.org/wiki/La_Asunta,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p02,390,Bajo Chico,localidad,Bajo Chico,wiki=aproximado: Bajo Chaco https://es.wikipedia.org/wiki/Bajo_Chaco,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p02,474,Baver y Sigel,localidad,Baver y Sigel,wiki=aproximado: Bauer y Sigel https://es.wikipedia.org/wiki/Bauer_y_Sigel,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p02,12,Bell-Ville,localidad,Bell-Ville,wiki=aproximado: Bell Ville https://es.wikipedia.org/wiki/Bell_Ville,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v4_p02,161,Brinkman,localidad,Brinkman,wiki=aproximado: Brinkmann https://es.wikipedia.org/wiki/Brinkmann,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p03,643,Candelaria Norte,localidad,Candelaria Norte,wiki=sin_match: Candelaria Martes https://es.wikipedia.org/wiki/Candelaria_Martes,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,413,Canteras el Sauce,localidad,Canteras el Sauce,wiki=sin_match: Canteras El Sauce https://es.wikipedia.org/wiki/Canteras_El_Sauce,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,701,Cañada de Alvarez,localidad,Cañada de Alvarez,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p03,730,Cañada del Río Pinto,localidad,Cañada del Río Pinto,wiki=aproximado: Cañada de Río Pinto https://es.wikipedia.org/wiki/Ca%C3%B1ada_de_R%C3%ADo_Pinto,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p03,124,Cañada Verde,localidad,Cañada Verde,wiki=sin_match: Cañada Verde https://es.wikipedia.org/wiki/Ca%C3%B1ada_Verde,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,480,Cap. de la Sgrda. Familia,localidad,Cap. de la Sgrda. Familia,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,584,Capilla del Carmen,localidad,Capilla del Carmen,wiki=sin_match: Capilla del Carmen https://es.wikipedia.org/wiki/Capilla_del_Carmen,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,722,Capilla del Romero,localidad,Capilla del Romero,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p03,772,Casaffousth,localidad,Casaffousth,wiki=sin_match: Carlos Cassaffousth https://es.wikipedia.org/wiki/Carlos_Cassaffousth,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,498,Cello,localidad,Cello,wiki=sin_match: Cello https://es.wikipedia.org/wiki/Cello,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,299,Centeno,localidad,Centeno,wiki=sin_match: Centeno https://es.wikipedia.org/wiki/Centeno,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,745,Ciénaga de Allende,localidad,Ciénaga de Allende,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p04,300,Classon,localidad,Classon,wiki=aproximado: Clason https://es.wikipedia.org/wiki/Clason,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p04,400,Clucellas,localidad,Clucellas,wiki=sin_match: Clucellas https://es.wikipedia.org/wiki/Clucellas,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,723,Colonia Coyunda,localidad,Colonia Coyunda,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p04,611,Colonia 10 de Julio,localidad,Colonia 10 de Julio,wiki=aproximado: Colonia 18 de Julio https://es.wikipedia.org/wiki/Colonia_18_de_Julio,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p04,644,Colonia el Carmen,localidad,Colonia el Carmen,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,127,Colonia Ella,localidad,Colonia Ella,wiki=sin_match: Colonia Ella https://es.wikipedia.org/wiki/Colonia_Ella,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,425,Colonia la Tordilla,localidad,Colonia la Tordilla,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p04,541,Colonia O'Higgins,localidad,Colonia O'Higgins,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p04,669,Colonia Waltelina,localidad,Colonia Waltelina,wiki=aproximado: Colonia Valtelina https://es.wikipedia.org/wiki/Colonia_Valtelina,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p04,191,Concepción del Tío,localidad,Concepción del Tío,wiki=sin_match: Concepción del Tío https://es.wikipedia.org/wiki/Concepci%C3%B3n_del_T%C3%ADo,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,408,Coronel Domínguez,localidad,Coronel Domínguez,wiki=sin_match: Coronel Domínguez https://es.wikipedia.org/wiki/Coronel_Dom%C3%ADnguez,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,774,Cotagaita,localidad,Cotagaita,wiki=sin_match: Cotagaita https://es.wikipedia.org/wiki/Cotagaita,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,718,Cruz Chica,localidad,Cruz Chica,wiki=sin_match: La Cruz (Chile) https://es.wikipedia.org/wiki/La_Cruz_(Chile),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,603,Curapaligüe,localidad,Curapaligüe,wiki=sin_match: Curapaligüe https://es.wikipedia.org/wiki/Curapalig%C3%BCe,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,738,Chañaritos,localidad,Chañaritos,wiki=sin_match: Los Chañaritos (Río Segundo) https://es.wikipedia.org/wiki/Los_Cha%C3%B1aritos_(R%C3%ADo_Segundo),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p05,285,Chateaubriand,localidad,Chateaubriand,wiki=sin_match: Chateaubriand https://es.wikipedia.org/wiki/Chateaubriand,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p05,716,Chuchiras,localidad,Chuchiras,wiki=aproximado: Chuchera https://es.wikipedia.org/wiki/Chuchera,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p05,557,Chuña,localidad,Chuña,wiki=sin_match: Chuña https://es.wikipedia.org/wiki/Chu%C3%B1a,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,732,De la Serna,localidad,De la Serna,wiki=sin_match: De la Serna https://es.wikipedia.org/wiki/De_la_Serna,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,759,Desvío las Mojarras,localidad,Desvío las Mojarras,wiki=sin_match: Desvío Las Mojarras https://es.wikipedia.org/wiki/Desv%C3%ADo_Las_Mojarras,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,667,Desvío Km. 691,localidad,Desvío Km. 691,wiki=sin_match: Desvío Km 9 https://es.wikipedia.org/wiki/Desv%C3%ADo_Km_9,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,682,El Cano,localidad,El Cano,wiki=sin_match: El Cano https://es.wikipedia.org/wiki/El_Cano,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,705,El Chacho,localidad,El Chacho,wiki=sin_match: El Chacho https://es.wikipedia.org/wiki/El_Chacho,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,62,El Trébol,localidad,El Trébol,wiki=sin_match: El Trébol https://es.wikipedia.org/wiki/El_Tr%C3%A9bol,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p06,146,Empalme V. Constitución,localidad,Empalme V. Constitución,wiki=sin_match:,,resuelto,regla:diferido-paso3
