page,n_orden,localidad,provincia,departamento,tipo_match,motivo
v4_p07,540,Garibaldi,Santa Fe,Castellanos,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p07,710,General Soler,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p07,419,Golondrina,Santa Fe,General Obligado,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,511,Gutemberg,Córdoba,Río Seco,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,175,Holmberg,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,92,Humberto 1º,Santa Fe,Castellanos,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,467,Ingeniero Chanourdié,Santa Fe,General Obligado,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,358,J. B. Molina,Santa Fe,Constitución,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p08,536,Juárez Celman,Córdoba,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,492,La Buena Parada,Córdoba,Río Primero,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,162,La Calera,Córdoba,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,377,La Cautiva,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,338,La Granja,Córdoba,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,660,La Isla de San Antonio,Córdoba,Tulumba,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,295,La Laguna,Córdoba,General San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,753,La Nacional,Córdoba,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p09,599,La Pampa,Córdoba,Totoral,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p10,752,Las Palmas,Córdoba,Pocho,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p10,711,Los Alfalfares,Córdoba,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p11,670,Los Cometierra,Córdoba,Totoral,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p11,582,Los Jagüeles,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p11,773,Los Pozos,Córdoba,Ischilín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p11,674,Los Sauces,Córdoba,Cruz del Eje,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p12,652,Marini,Santa Fe,Castellanos,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p12,734,Modestino Pizarro,Córdoba,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p12,317,Médanos de las Cañas,Córdoba,Unión,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p12,743,Ninalquín,Córdoba,Minas,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p12,607,Nono,Córdoba,San Alberto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p13,327,Pasco,Córdoba,General San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p13,472,Pinoén,Córdoba,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p13,30,Posta de San Martín,Santa Fe,Rosario,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p13,646,Pozo de la Loma,Córdoba,Río Primero,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p13,761,Pozo del Chañar,Córdoba,San Javier,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p14,663,Pretot Freyre,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p14,104,Puerto San Martín,Santa Fe,San Lorenzo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p14,591,Ramón J. Cárcano,Córdoba,Unión,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p14,23,Reinaldo Cullen,Santa Fe,La Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,741,Rumiyaco,Córdoba,Minas,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,487,Saguier,Santa Fe,Castellanos,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,210,San Agustín,Córdoba,Calamuchita,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,210,San Agustín,Santa Fe,Las Colonias,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,648,San Ambrosio,Córdoba,Río Cuarto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,302,San Francisco de Sta. Fe,Santa Fe,General López,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p15,95,Sancti Spíritu,Santa Fe,General López,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p16,230,San Pedro,Córdoba,San Alberto,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p16,296,Sta. Clara de Buena Vista,Santa Fe,Las Colonias,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p17,297,Saturnino M. Laspiur,Córdoba,San Justo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p17,181,Sta. Rosa de Calamuchita,Córdoba,Calamuchita,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p17,132,Sta. Rosa del Río Primero,Córdoba,Río Primero,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p18,755,Totoralejos,Córdoba,Tulumba,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p18,714,Tres Arboles,Córdoba,Cruz del Eje,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p18,573,Villa Candelaria,Córdoba,Río Seco,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p19,633,V. Rosario del Saladillo,Córdoba,Tulumba,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p19,48,Villa Diego,Santa Fe,Rosario,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p19,441,Villa Las Rosas,Córdoba,San Javier,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p19,763,Villa Río Grande,Córdoba,Calamuchita,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v4_p19,454,Yoscina,Córdoba,Santa María,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,290,Apipé,Corrientes,Ituzaingó,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,27,Apóstoles,Misiones,Apóstoles,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,242,Arroyo Clé,Entre Ríos,Tala,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,245,Baibiene,Corrientes,Curuzú Cuatiá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,222,Berduc,Entre Ríos,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,164,Calabacillas,Entre Ríos,Concordia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p01,248,Cañaditas,Corrientes,Sauce,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,303,Caza Pava,Corrientes,Santo Tomé,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,145,Colonia Caseros,Entre Ríos,Uruguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,185,Colonia Porvenir,Corrientes,Goya,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,300,Colonia San Ernesto,Entre Ríos,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,266,Cuchilla Redonda,Entre Ríos,Gualeguaychú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,143,Desvío Parada Pucheta,Corrientes,Paso de los Libres,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p02,148,Don Cristóbal,Entre Ríos,Nogoyá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,258,Ensenada Grande,Corrientes,San Cosme,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,297,Escriña,Entre Ríos,Gualeguaychú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,191,Faustino M. Parera,Entre Ríos,Gualeguaychú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,124,Fábrica Colón,Entre Ríos,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,122,Gobernador Gral. López,Misiones,Leandro N. Alem,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,67,Gobernador Ingeniero Valentín Virasoro,Corrientes,Santo Tomé,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,89,Gobernador J.E. Martínez,Corrientes,Lavalle,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,117,Gobernador Racedo,Entre Ríos,Paraná,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,274,González Calderón,Entre Ríos,Gualeguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,6,Goya,Corrientes,Goya,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p03,272,Hernándes,Entre Ríos,Nogoyá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,199,Ingenio 1er. Correntino,Corrientes,San Cosme,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,179,Invernada de Itacuararé,Misiones,San Javier,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,160,Irasusta,Entre Ríos,Gualeguaychú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,181,Isabel Victoria,Corrientes,Goya,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,65,Juan B. Arruabarrena,Entre Ríos,Federación,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,283,Juan Jorge,Entre Ríos,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,209,La Capilla,Entre Ríos,Villaguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,252,La Esmeralda,Entre Ríos,Feliciano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,224,Laso,Entre Ríos,Gualeguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,155,Lib. Gral. San Martín,Entre Ríos,Diamante,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,155,Lib. Gral. San Martín,Misiones,Lib. Gral. San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p04,296,Lomas de Galarza,Corrientes,San Luis del Palmar,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,304,Machadiño,Misiones,Concepción,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,146,Malvinas,Corrientes,Esquina,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,198,Manuel Belgrano (San Antonio),Misiones,General Belgrano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,78,Manuel F. Mantilla,Corrientes,San Roque,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,291,Miñones,Entre Ríos,Federación,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,166,Mártires,Misiones,Candelaria,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,158,Nueve de Julio,Corrientes,San Roque,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,158,Nueve de Julio,Misiones,Eldorado,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,276,Olegario V. Andrade,Entre Ríos,Tala,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,276,Olegario V. Andrade,Misiones,Leandro N. Alem,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,244,Paraje San Isidro,Corrientes,Goya,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,279,Pedernal,Entre Ríos,Concordia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p05,275,Piloto Avila,Entre Ríos,La Paz,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,197,Playadito,Corrientes,Ituzaingó,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,281,Primero de Mayo,Entre Ríos,Uruguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,260,Pueblo Cazés,Entre Ríos,Colón,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,202,Pueblo San Martín (Pto. Curtiembre),Entre Ríos,Paraná,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,115,Puerto Gisela,Misiones,San Ignacio,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,254,Puerto Londero,Misiones,25 de Mayo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,167,Puerto Naranjito,Misiones,San Ignacio,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,112,Puerto Panambí,Misiones,Oberá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,237,Puerto Rosario,Misiones,San Javier,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,259,Saenz Valiente,Corrientes,Monte Caseros,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p06,216,San Cosme,Corrientes,San Cosme,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p07,123,San Pedro,Misiones,San Pedro,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p07,39,Sauce,Corrientes,Sauce,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p07,172,Valle María,Entre Ríos,Diamante,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p07,271,Veinte de Setiembre,Entre Ríos,Nogoyá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p07,134,Veinticinco de Mayo,Misiones,25 de Mayo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,86,Villa Clara,Entre Ríos,Villaguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,29,Villa Federal,Entre Ríos,Concordia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,42,Villa General Ramírez,Entre Ríos,Diamante,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,68,Villa Larroque,Entre Ríos,Gualeguaychú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,111,Villa Piedras Blancas,Entre Ríos,La Paz,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,196,Villa San Marcial (Gob. Urquiza),Entre Ríos,Uruguay,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v5_p08,294,Yeruá,Entre Ríos,Concordia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,183,Aerolito,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,278,Agustina Libarona,Santiago del Estero,Alberdi,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,284,Amamá,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,272,Baez,Santiago del Estero,Ojo de Agua,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,244,Barrialito,Santiago del Estero,Río Hondo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,280,Bobadal,Santiago del Estero,Jiménez,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,215,Cardozo,Santiago del Estero,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,160,Clodomiro Díaz,Chaco,Mayor Luis J. Fontana,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,100,Colonia José Mármol,Chaco,Independencia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p01,91,Colonias Unidas,Chaco,Sargento Cabral,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,42,Colonia Villafañe,Formosa,Pirané,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,239,Coronel Manuel L. Rico,Santiago del Estero,Alberdi,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,184,Desvío Bruchard,Formosa,Patiño,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,230,Doña Luisa,Santiago del Estero,Guasayán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,26,El Colorado,Formosa,Pirané,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,201,El Pintado,Chaco,General Güemes,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,171,Estación Los Tigres,Santiago del Estero,Copo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,214,Fortín Aguilar,Chaco,Presidencia de la Plaza,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p02,275,Fortín Cardoso,Chaco,Libertad,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,139,Garza,Santiago del Estero,Sarmiento,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,14,Gral. José de San Martín,Chaco,Lib. Gral. San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,170,Granadero Gatica,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,247,Haase,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,150,Hoyón,Santiago del Estero,Atamisqui,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,258,Ingeniero Ezcurra,Santiago del Estero,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,158,Itín,Chaco,Doce de Octubre,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,132,Km. 100 Nav. Río Bermejo,Formosa,Laishí,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p03,245,La Brea,Santiago del Estero,Figueroa,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,190,La Tapa,Santiago del Estero,Figueroa,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,27,Las Palmas,Chaco,Bermejo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,136,Las Tinajas,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,270,Llajta Mauca,Santiago del Estero,Matará,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,197,Mal Paso,Santiago del Estero,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p04,276,Melero,Santiago del Estero,Matará,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,152,Misión Fco. Tacaaglé,Formosa,Pilagás,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,43,Misión San Fco. de Laishí,Formosa,Laishí,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,268,Oetling,Chaco,Tapenagá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,124,Otumpa,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,209,Pampa Florida,Chaco,Maipú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,7,Pcia. Roque Saenz Peña,Chaco,Comandante Fernández,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p05,131,Presidente Irigoyen,Formosa,Formosa,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,259,Punta Corral,Santiago del Estero,Avellaneda,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,233,Quebracho Coto,Santiago del Estero,Pellegrini,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,71,Samuhú,Chaco,San Lorenzo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,164,San Antonio de Copo,Santiago del Estero,Avellaneda,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,126,San Pedro,Santiago del Estero,Guasayán,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p06,126,San Pedro,Santiago del Estero,Matará,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,107,Tacañitas,Santiago del Estero,General Taboada,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,250,Teniente Brown,Formosa,Patiño,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,256,Tipiro,Santiago del Estero,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,279,Tobas,Santiago del Estero,Matará,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,193,Urutaú,Santiago del Estero,Copo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,182,Velaz,Chaco,Bermejo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,196,Villa Brana,Santiago del Estero,Moreno,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,122,Villa Escobar Navegación Río Bermejo,Formosa,Laishí,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,266,Villa Guasayán,Santiago del Estero,Guasayán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,254,Villa Matoque,Santiago del Estero,Copo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v6_p07,89,Zanjón,Santiago del Estero,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p01,146,Agua Dulce,Tucumán,Leales,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p01,212,Amaichá del Valle,Tucumán,Tafí,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p01,331,Arauco,La Rioja,Arauco,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,226,Balcosna,Catamarca,Paclín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,187,Capayán,Catamarca,Capayán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,372,Capitán J. Page,Salta,Rivadavia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,222,Carrizal,La Rioja,Famatina,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,3,Catamarca,Catamarca,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,341,Cebollar,La Rioja,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,151,Cevil Pozo,Tucumán,Cruz Alta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p02,304,Cevil Redondo,Tucumán,Tafí,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,168,Chañar,La Rioja,General Belgrano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,399,Chelcos,La Rioja,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,257,Chicligasta,Tucumán,Chicligasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,153,Cnel. Juan Solá Morillo,Salta,Rivadavia,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,414,Comandante Leal,La Rioja,General Ocampo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,418,Corral de Isaac,La Rioja,General San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,422,Crossmayo,Jujuy,Rinconada,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,293,Dr. Facundo Zuviría,Salta,Chicoana,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p03,246,Dragones,Salta,Gral. J. de San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,181,El Molino,Tucumán,Chicligasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,178,El Naranjo,Salta,Rosario de la Frontera,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,288,El Potrero,Salta,Rosario de la Frontera,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,298,El Recreo,Catamarca,Santa María,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,363,Esteban de Urizar,Salta,Orán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
