provincia_canon,departamento_canon,tipo,depto_moderno,id_indec,fuente,fuente_url,nota
Córdoba,Río Primero,identidad,Río Primero,14105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Río Seco,identidad,Río Seco,14112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Río Segundo,identidad,Río Segundo,14119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,San Alberto,identidad,San Alberto,14126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,San Javier,identidad,San Javier,14133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,San Justo,identidad,San Justo,14140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Santa María,identidad,Santa María,14147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Sobremonte,identidad,Sobremonte,14154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Tercero Arriba,identidad,Tercero Arriba,14161,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Totoral,identidad,Totoral,14168,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Tulumba,identidad,Tulumba,14175,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Unión,identidad,Unión,14182,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Colón,identidad,Colón,30008,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Colón,split,San Salvador,30088,web,https://es.wikipedia.org/wiki/Departamento_San_Salvador,Ley 8981 (1995)
Entre Ríos,Concordia,identidad,Concordia,30015,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Concordia,split,Federal,30035,web,https://es.wikipedia.org/wiki/Departamento_Federal,Ley 5169 (1972)
Entre Ríos,Concordia,split,San Salvador,30088,web,https://es.wikipedia.org/wiki/Departamento_San_Salvador,Ley 8981 (1995)
Entre Ríos,Diamante,identidad,Diamante,30021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Federación,identidad,Federación,30028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Feliciano,identidad,Feliciano,30042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Gualeguay,identidad,Gualeguay,30049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Gualeguaychú,identidad,Gualeguaychú,30056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Gualeguaychú,split,Islas del Ibicuy,30063,web,https://es.wikipedia.org/wiki/Departamento_Islas_del_Ibicuy,Ley 7297 (1984)
Entre Ríos,La Paz,identidad,La Paz,30070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,La Paz,split,Federal,30035,web,https://es.wikipedia.org/wiki/Departamento_Federal,Ley 5169 (1972)
Entre Ríos,Nogoyá,identidad,Nogoyá,30077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Paraná,identidad,Paraná,30084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Tala,identidad,Tala,30091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Uruguay,identidad,Uruguay,30098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Victoria,identidad,Victoria,30105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Villaguay,identidad,Villaguay,30113,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Entre Ríos,Villaguay,split,Federal,30035,web,https://es.wikipedia.org/wiki/Departamento_Federal,Ley 5169 (1972)
Entre Ríos,Villaguay,split,San Salvador,30088,web,https://es.wikipedia.org/wiki/Departamento_San_Salvador,Ley 8981 (1995)
Formosa,Bermejo,identidad,Bermejo,34007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Formosa,identidad,Formosa,34014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Laishí,identidad,Laishi,34021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Matacos,identidad,Matacos,34028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Patiño,identidad,Patiño,34035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Pilagás,identidad,Pilagás,34042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Pilcomayo,identidad,Pilcomayo,34049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Pirané,identidad,Pirané,34056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Formosa,Ramón Lista,identidad,Ramón Lista,34063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Capital,rename,Dr. Manuel Belgrano,38021,web,https://en.wikipedia.org/wiki/Doctor_Manuel_Belgrano_Department,fuente 1960 lista 'Capital'; nombre moderno Georef = 'Dr. Manuel Belgrano'
Jujuy,Capital,split,Palpalá,38042,web,https://eltribunodejujuy.com/,ley 4252 (1986)
Jujuy,Cochinoca,identidad,Cochinoca,38007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,El Carmen,identidad,El Carmen,38014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Humahuaca,identidad,Humahuaca,38028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Ledesma,identidad,Ledesma,38035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Rinconada,identidad,Rinconada,38049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,San Antonio,identidad,San Antonio,38056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,San Pedro,identidad,San Pedro,38063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Santa Bárbara,identidad,Santa Bárbara,38070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Santa Catalina,identidad,Santa Catalina,38077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Susques,identidad,Susques,38084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Tilcara,identidad,Tilcara,38094,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Tumbaya,identidad,Tumbaya,38098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Valle Grande,identidad,Valle Grande,38105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Jujuy,Yaví,identidad,Yavi,38112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Atreucó,identidad,Atreucó,42007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Caleu-Caleu,identidad,Caleu Caleu,42014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Capital,identidad,Capital,42021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Caseros,sin_equivalente,,,web,https://es.wikipedia.org/wiki/Partido_de_Daireaux,ANOMALIA confirmada vs fuente primaria: La Pampa 1960 NO tiene depto 'Caseros' (22 deptos). Localidad (La Larga) seria de BA Daireaux -> 3.3
La Pampa,Catriló,identidad,Catriló,42028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Chalileo,identidad,Chalileo,42049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Chapaleufú,identidad,Chapaleufú,42056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Chical-Có,identidad,Chical Co,42063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Conhello,identidad,Conhelo,42035,georef,https://apis.datos.gob.ar/georef/api/departamentos,grafia
La Pampa,Cura-Có,identidad,Curacó,42042,georef,https://apis.datos.gob.ar/georef/api/departamentos,grafia
La Pampa,Guatraché,identidad,Guatraché,42070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Hucal,identidad,Hucal,42077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Lihuel-Calel,identidad,Lihuel Calel,42084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Limay-Mahuída,identidad,Limay Mahuida,42091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Loventué,identidad,Loventué,42098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Maracó,identidad,Maracó,42105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Puelén,identidad,Puelén,42112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Quemú-Quemú,identidad,Quemú Quemú,42119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Rancul,identidad,Rancul,42126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Realicó,identidad,Realicó,42133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Toay,identidad,Toay,42140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Trenel,identidad,Trenel,42147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Pampa,Utracán,identidad,Utracán,42154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Arauco,identidad,Arauco,46007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Capital,identidad,Capital,46014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Castro Barros,identidad,Castro Barros,46021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Chilecito,identidad,Chilecito,46042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Famatina,identidad,Famatina,46049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,General Belgrano,identidad,General Belgrano,46063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,General Lamadrid,identidad,General Lamadrid,46077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,General Lavalle,rename,General Felipe Varela,46028,web,https://es.wikipedia.org/wiki/Departamento_General_Felipe_Varela,cabecera Villa Unión
La Rioja,General Ocampo,rename,General Ortiz de Ocampo,46084,web,https://es.wikipedia.org/wiki/Departamento_General_Ortiz_de_Ocampo,forma completa
La Rioja,General Roca,rename,Rosario Vera Peñaloza,46112,web,https://es.wikipedia.org/wiki/Departamento_Rosario_Vera_Pe%C3%B1aloza,Ley 2890/1964
La Rioja,General San Martín,identidad,General San Martín,46091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,General Sarmiento,rename,Vinchina,46098,web,https://es.wikipedia.org/wiki/Departamento_Vinchina,revertido a Vinchina 1989
La Rioja,Gobernador Gordillo,rename,Chamical,46035,web,https://en.wikipedia.org/wiki/Chamical_Department,renombrado 1987
La Rioja,Independencia,identidad,Independencia,46105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Rivadavia,rename,General Juan Facundo Quiroga,46070,web,https://es.wikipedia.org/wiki/Departamento_General_Juan_Facundo_Quiroga,renombrado 1948; la fuente 1960 aun imprime 'Rivadavia'
La Rioja,San Blas de los Sauces,identidad,San Blas de Los Sauces,46119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Sanagasta,identidad,Sanagasta,46126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
La Rioja,Vélez Sarsfield,rename,Ángel Vicente Peñaloza,46056,web,https://es.wikipedia.org/wiki/Departamento_General_%C3%81ngel_V._Pe%C3%B1aloza,"Ley 2890/1964. P3 CORREGIDO: Georef lo llama 'Ángel Vicente Peñaloza' [46056], sin 'General'"
Mendoza,Capital,identidad,Capital,50007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,General Alvear,identidad,General Alvear,50014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Godoy Cruz,identidad,Godoy Cruz,50021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Guaymallén,identidad,Guaymallén,50028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Junín,identidad,Junín,50035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,La Paz,identidad,La Paz,50042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Las Heras,identidad,Las Heras,50049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Lavalle,identidad,Lavalle,50056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Luján,rename,Luján de Cuyo,50063,web,https://es.wikipedia.org/wiki/Departamento_de_Luj%C3%A1n_de_Cuyo,renombrado 1964
Mendoza,Maipú,identidad,Maipú,50070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Malargüe,identidad,Malargüe,50077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Rivadavia,identidad,Rivadavia,50084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,San Carlos,identidad,San Carlos,50091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,San Martín,identidad,San Martín,50098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,San Rafael,identidad,San Rafael,50105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Santa Rosa,identidad,Santa Rosa,50112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Tunuyán,identidad,Tunuyán,50119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Mendoza,Tupungato,identidad,Tupungato,50126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,25 de Mayo,identidad,25 de Mayo,54119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Apóstoles,identidad,Apóstoles,54007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Cainguás,identidad,Cainguás,54014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Candelaria,identidad,Candelaria,54021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Capital,identidad,Capital,54028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Concepción,identidad,Concepción,54035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Eldorado,identidad,Eldorado,54042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,General Belgrano,rename,General Manuel Belgrano,54049,georef,https://apis.datos.gob.ar/georef/api/departamentos,nombre expandido
Misiones,Guaraní,identidad,Guaraní,54056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Iguazú,identidad,Iguazú,54063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Leandro N. Alem,identidad,Leandro N. Alem,54070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Lib. Gral. San Martín,identidad,Libertador General San Martín,54077,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Misiones,Montecarlo,identidad,Montecarlo,54084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,Oberá,identidad,Oberá,54091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,San Ignacio,identidad,San Ignacio,54098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,San Javier,identidad,San Javier,54105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Misiones,San Pedro,identidad,San Pedro,54112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Aluminé,identidad,Aluminé,58007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Añelo,identidad,Añelo,58014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Catán-Lil,identidad,Catán Lil,58021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Chos-Malal,identidad,Chos Malal,58042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Collón-Curá,identidad,Collón Curá,58028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Confluencia,identidad,Confluencia,58035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Huiliches,identidad,Huiliches,58049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Loncopué,identidad,Loncopué,58063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Los Lagos,identidad,Los Lagos,58070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Lácar,identidad,Lácar,58056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Minas,identidad,Minas,58077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Norquín,identidad,Ñorquín,58084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Pehuenches,identidad,Pehuenches,58091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Picunches,identidad,Picunches,58105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Picún-Leufú,identidad,Picún Leufú,58098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Neuquén,Zapala,identidad,Zapala,58112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,25 de Mayo,identidad,25 de Mayo,62091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,9 de Julio,identidad,9 de Julio,62049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Adolfo Alsina,identidad,Adolfo Alsina,62007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Avellaneda,identidad,Avellaneda,62014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Bariloche,identidad,Bariloche,62021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,El Cuy,identidad,El Cuy,62035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,General Conesa,rename,Conesa,62028,georef,https://apis.datos.gob.ar/georef/api/departamentos,forma corta
Río Negro,General Roca,identidad,General Roca,62042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Norquincó,identidad,Ñorquinco,62056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Pichi-Mahuida,identidad,Pichi Mahuida,62063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Pilcaniyeu,identidad,Pilcaniyeu,62070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,San Antonio,identidad,San Antonio,62077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Río Negro,Valcheta,identidad,Valcheta,62084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Anta,identidad,Anta,66007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Cachi,identidad,Cachi,66014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Cafayate,identidad,Cafayate,66021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Candelaria,identidad,La Candelaria,66084,georef,https://apis.datos.gob.ar/georef/api/departamentos,articulo
Salta,Capital,identidad,Capital,66028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Cerrillos,identidad,Cerrillos,66035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Chicoana,identidad,Chicoana,66042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,General Martín Miguel de Güemes,identidad,General Güemes,66049,georef,https://apis.datos.gob.ar/georef/api/departamentos,forma corta
Salta,Gral. J. de San Martín,identidad,General José de San Martín,66056,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Salta,Guachipas,identidad,Guachipas,66063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Iruya,identidad,Iruya,66070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,La Caldera,identidad,La Caldera,66077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,La Poma,identidad,La Poma,66091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,La Viña,identidad,La Viña,66098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Los Andes,identidad,Los Andes,66105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Metán,identidad,Metán,66112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Molinos,identidad,Molinos,66119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Orán,identidad,Orán,66126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Rivadavia,identidad,Rivadavia,66133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Rosario de Lerma,identidad,Rosario de Lerma,66147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Rosario de la Frontera,identidad,Rosario de la Frontera,66140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,San Carlos,identidad,San Carlos,66154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Salta,Santa Victoria,identidad,Santa Victoria,66161,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Albardón,identidad,Albardón,70007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Angaco,identidad,Angaco,70014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Calingasta,identidad,Calingasta,70021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Capital,identidad,Capital,70028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Caucete,identidad,Caucete,70035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Chimbas,identidad,Chimbas,70042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Iglesia,identidad,Iglesia,70049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Jáchal,identidad,Jáchal,70056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Nueve de Julio,identidad,9 de Julio,70063,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra
San Juan,Pocito,identidad,Pocito,70070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Rawson,identidad,Rawson,70077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Rivadavia,identidad,Rivadavia,70084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,San Martín,identidad,San Martín,70091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Santa Lucía,identidad,Santa Lucía,70098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Sarmiento,identidad,Sarmiento,70105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Ullún,identidad,Ullum,70112,georef,https://apis.datos.gob.ar/georef/api/departamentos,grafia
San Juan,Valle Fértil,identidad,Valle Fértil,70119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Juan,Veinticinco de Mayo,identidad,25 de Mayo,70126,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra
San Luis,Ayacucho,identidad,Ayacucho,74007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,Belgrano,identidad,Belgrano,74014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,Chacabuco,identidad,Chacabuco,74028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,Coronel Pringles,identidad,Coronel Pringles,74021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,General Pedernera,identidad,General Pedernera,74035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,Gobernador Dupuy,identidad,Gobernador Dupuy,74042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,Junín,identidad,Junín,74049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
San Luis,La Capital,rename,Juan Martín de Pueyrredón,74056,web,https://es.wikipedia.org/wiki/Departamento_La_Capital_(San_Luis),Ley V-0748/2010
San Luis,San Martín,rename,Libertador General San Martín,74063,web,https://es.wikipedia.org/wiki/Departamento_La_Capital_(San_Luis),Georef no tiene 'San Martín' a secas en San Luis
Santa Cruz,Corpen Aike,identidad,Corpen Aike,78007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Deseado,identidad,Deseado,78014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Güer Aike,identidad,Güer Aike,78021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Lago Argentino,identidad,Lago Argentino,78028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Lago Buenos Aires,identidad,Lago Buenos Aires,78035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Magallanes,identidad,Magallanes,78042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Cruz,Río Chico,identidad,Río Chico,78049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,9 de Julio,identidad,9 de Julio,82077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Belgrano,identidad,Belgrano,82007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Caseros,identidad,Caseros,82014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Castellanos,identidad,Castellanos,82021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Constitución,identidad,Constitución,82028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Garay,identidad,Garay,82035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,General López,identidad,General López,82042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,General Obligado,identidad,General Obligado,82049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Iriondo,identidad,Iriondo,82056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,La Capital,identidad,La Capital,82063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Las Colonias,identidad,Las Colonias,82070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Nueve de Julio,identidad,9 de Julio,82077,georef,https://apis.datos.gob.ar/georef/api/departamentos,DOBLE-GRAFIA 1B: = '9 de Julio'; fuente 1960 lista 'Nueve de Julio' (19 deptos)
Santa Fe,Rosario,identidad,Rosario,82084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Cristóbal,identidad,San Cristóbal,82091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Javier,identidad,San Javier,82098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Jerónimo,identidad,San Jerónimo,82105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Justo,identidad,San Justo,82112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Lorenzo,identidad,San Lorenzo,82119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,San Martín,identidad,San Martín,82126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santa Fe,Vera,identidad,Vera,82133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Aguirre,identidad,Aguirre,86007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Alberdi,identidad,Alberdi,86014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Atamisqui,identidad,Atamisqui,86021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Avellaneda,identidad,Avellaneda,86028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Banda,identidad,Banda,86035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Belgrano,identidad,Belgrano,86042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Capital,identidad,Capital,86049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Choya,identidad,Choya,86063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Copo,identidad,Copo,86056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
